cui,cui_name,class_type,hpo,hpo_name
C0029854,Other symptoms involving cardiovascular system,Concept,,
C0271813,Fibrous autoimmune thyroiditis,Concept,,
C0476206,Dizziness and giddiness symptoms,Concept,,
C0917981,Progressive Muscular Atrophy,Concept,,
C2243087,Acute hemorrhagic gastritis,Concept,,
C0410693,Other curvatures of spine,Concept,,
C0261197,Other motor vehicle nontraffic accident of other and unspecified nature injuring pedestrian,Concept,,
C0238074,Chronic pulmonary heart disease,Concept,,
C0854248,Pneumonia due to Gram negative bacteria,Concept,,
C0260576,"Procreative management, unspecified",Concept,,
C0234428,Disturbance of consciousness,Concept,HP:0004372,Reduced consciousness/confusion
C0154856,Retinal lattice degeneration,Concept,HP:0007992,Lattice retinal degeneration
C0260702,Dependence on other enabling machines,Concept,,
C0431705,Other specified cystic kidney disease,Concept,,
C0155454,Recurrent cholesteatoma of postmastoidectomy cavity,Concept,,
C0155452,Postmastoidectomy complication,Concept,,
C0260808,Unspecified psychosocial circumstance,Concept,,
C0340589,Embolism and thrombosis of arteries of lower extremities,Concept,,
C0342981,Degenerative skin disorder,Concept,,
C0153850,"Other malignant lymphomas, lymph nodes of head, face, and neck",Concept,,
C0156179,"Suppurative peritonitis, other",Concept,,
C0238425,Hemoglobin SS disease with crisis,Concept,,
C0001541,Adjustment disorder with mixed disturbance of emotions AND conduct,Concept,,
C0001540,Adjustment disorder with disturbance of conduct,Concept,,
C0150045,Urge Incontinence,Concept,,
C0025287,Meningism,Concept,,
C0161530,Poisoning by anticoagulant,Concept,,
C0236151,Renal function tests abnormal,Concept,,
C0025289,Meningitis,Concept,HP:0001287,Meningitis
C0042341,Varicocele,Concept,HP:0012871,Varicocele
C0273248,"Open wound of auricle, uncomplicated",Concept,,
C0152105,Hypertensive heart disease,Concept,,
C0152459,Linear atrophy,Concept,HP:0001065,Striae distensae
C0435750,Closed fracture of rib,Concept,,
C0262089,"Injury by unspecified means, undetermined whether accidentally or purposely inflicted",Concept,,
C0262088,"Injury by other specified means, undetermined whether accidentally or purposely inflicted",Concept,,
C0375654,"Open wound of face, unspecified site, uncomplicated",Concept,,
C0019919,Hordeolum externum,Concept,HP:0010607,Hordeolum externum
C0375650,"Open wound of nasal septum, uncomplicated",Concept,,
C0375653,"Open wound of multiple sites of nose, without mention of complication",Concept,,
C0153509,Malignant tumor of bone and articular cartilage,Concept,,
C0375659,"Open wound of mouth, unspecified site, uncomplicated",Concept,,
C0026393,Molluscum Contagiosum,Concept,,
C0866710,Acquired hallux varus,Concept,,
C0311223,Frozen shoulder,Concept,,
C0343175,"Pyogenic arthritis, site unspecified",Concept,,
C0496723,Personal history of diseases of the nervous system and sense organs,Concept,,
C0153984,Benign neoplasm of ear and external auditory canal,Concept,,
C0028734,Nocturia,Concept,HP:0000017,Nocturia
C0155811,Acute laryngitis and/or tracheitis,Concept,,
C0040188,Tic disorder,Concept,,
C0481798,Encounter due to family disruption,Concept,,
C0481799,Other specified family reason for encounter,Concept,,
C0028738,Nystagmus,Concept,HP:0000639,Nystagmus
C0347854,Enteritis due to rotavirus,Concept,,
C0002018,Alexia,Concept,HP:0010523,Alexia
C0002019,Dyslexia and alexia,Concept,,
C0496899,"Benign neoplasm of brain, unspecified",Concept,,
C2911205,Long term (current) use of aspirin,Concept,,
C0042842,Vitamin A Deficiency,Concept,HP:0004905,Vitamin A deficiency
C0496891,Benign neoplasm of male genital organ,Concept,,
C0496897,"Benign neoplasm of eye, unspecified",Concept,,
C0029560,Other conjunctivitis,Concept,,
C0496542,Surgical operation with formation of external stoma,Concept,,
C0160110,Coccyx sprain,Concept,,
C0160111,Sprain of unspecified site of back,Concept,,
C0263687,Pyogenic arthritis involving lower leg,Concept,,
C0418697,"Amputation of limb(s) as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure",Concept,,
C0418696,Other reconstructive surgery,Concept,,
C0949168,Examination of participant in clinical trial,Concept,,
C0338930,Acute hysterical psychosis,Concept,,
C0949166,Striking against or struck accidentally by other stationary object with subsequent fall,Concept,,
C0949164,"Striking against or struck accidentally caused by a crowd, by collective fear or panic with subsequent fall",Concept,,
C0949165,Striking against or struck accidentally by furniture with subsequent fall,Concept,,
C0949162,Striking against or struck accidentally by other stationary object without subsequent fall,Concept,,
C0949160,Fall resulting in striking against other object,Concept,,
C0949161,Striking against or struck accidentally by furniture without subsequent fall,Concept,,
C0026703,Mucopolysaccharidoses,Concept,,
C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy",Concept,,
C0158623,Congenital anomaly of coronary artery,Concept,HP:0006704,Abnormality of the coronary arteries
C0158621,Congenital subaortic stenosis,Concept,,
C1955550,"Infection following other infusion, injection, transfusion, or vaccination",Concept,,
C0160371,injury of rectum with open wound into cavity,Concept,,
C0158629,Congenital anomaly of aortic arch,Concept,,
C2712988,Acute kidney failure with other specified pathological lesion in kidney,Concept,,
C0158407,"Periostitis, without mention of osteomyelitis, multiple sites",Concept,,
C0154717,"Epilepsia partialis continua, without mention of intractable epilepsy",Concept,,
C0158405,"Periostitis, without mention of osteomyelitis, involving lower leg",Concept,,
C0154247,Other disturbances of straight-chain amino-acid metabolism,Concept,,
C0154246,"Urea Cycle Disorders, Inborn",Concept,,
C1961834,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction",Concept,,
C0041636,Umbilical hernia without mention of obstruction or gangrene,Concept,,
C2242765,Acquired spondylolisthesis,Concept,,
C0490004,other late effects of cerebrovascular disease,Concept,,
C0490005,Apraxia as late effect of cerebrovascular disease,Concept,,
C0490006,dysphagia as late effect of cerebrovascular disease,Concept,,
C0490007,Other specified hypotension,Concept,,
C0029640,Other impaction of intestine,Concept,,
C0160808,Late effect of foreign body in orifice,Concept,,
C0477341,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",Concept,,
C0153251,Candidiasis of lung,Concept,,
C0261767,Cephalosporin group causing adverse effects in therapeutic use,Concept,,
C0261765,Erythromycin and other macrolides causing adverse effects in therapeutic use,Concept,,
C0261769,Antineoplastic antibiotics causing adverse effects in therapeutic use,Concept,,
C0007820,Cerebrovascular Disorders,Concept,,
C0007286,Carpal Tunnel Syndrome,Concept,,
C0375133,diabetes with renal manifestations type 1 uncontrolled,Concept,,
C0375135,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",Concept,,
C0154623,Unspecified emotional disturbance of childhood or adolescence,Concept,,
C0154190,Post-surgical hypoinsulinemia,Concept,,
C0154621,Academic underachievement disorder of childhood or adolescence,Concept,,
C0154192,Other specified disorders of pancreatic internal secretion,Concept,,
C0154627,hyperkinesis of childhood with developmental delay,Concept,,
C0154198,Iatrogenic pituitary disorder,Concept,,
C0154629,Other specified manifestations of hyperkinetic syndrome,Concept,,
C0154628,Hyperkinetic conduct disorder of childhood,Concept,,
C0261509,Accidental poisoning by other specified gases and vapors,Concept,,
C0155865,Pneumonia in pertussis,Concept,,
C0155862,Streptococcal pneumonia,Concept,,
C0155860,Pneumonia due to Pseudomonas,Concept,,
C0477961,Other specified conditions of integument specific to fetus and newborn,Concept,,
C0155869,Pneumonia in other infectious diseases classified elsewhere,Concept,,
C0159100,Other nonspecific abnormal results of function study of brain and central nervous system,Concept,,
C0159107,Nonspecific abnormal auditory function studies,Concept,,
C0159106,Oculomotor study abnormal,Concept,,
C0154998,After-cataract with vision obscured,Concept,,
C0154995,Toxic cataract,Concept,,
C0154994,Cataract associated with other syndromes,Concept,,
C0154996,Cataract associated with radiation and other physical influences,Concept,,
C0154446,"Infantile autism, current or active state",Concept,,
C0154442,Other nonorganic psychoses,Concept,,
C0154441,Other specified paranoid states,Concept,,
C0154440,Simple paranoid state,Concept,,
C0149521,"Pancreatitis, Chronic",Concept,HP:0100027,Recurrent pancreatitis
C0154449,"Disintegrative psychosis, residual state",Concept,,
C0154448,"Disintegrative psychosis, current or active state",Concept,,
C0036351,Residual schizophrenia,Concept,,
C0549423,Obstructive Hydrocephalus,Concept,HP:0010953,Noncommunicating hydrocephalus
C0008449,Congenital anomaly of cartilage,Concept,,
C3161328,,,,
C0340464,Premature Cardiac Complex,Concept,,
C0024031,Low Back Pain,Concept,HP:0003419,Low back pain
C3161327,,,,
C0158110,Contracture of joint of shoulder region,Concept,,
C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)",Concept,,
C0008626,Congenital chromosomal disease,Concept,,
C0156100,"Unilateral or unspecified inguinal hernia, with gangrene",Concept,,
C0272677,Fracture of metacarpal bone,Concept,,
C0155718,Other disorders of papillary muscle,Concept,,
C0155711,Ill-defined descriptions and complications of heart disease,Concept,,
C0041806,Unspecified disorder of immune mechanism,Concept,,
C0155717,Other ill-defined heart diseases,Concept,,
C0014130,Endocrine System Diseases,Concept,,
C0159812,"Fracture of epiphysis (separation) (upper) of neck of femur, closed",Concept,,
C0159811,"Fracture of unspecified intracapsular section of neck of femur, closed",Concept,,
C0158439,Osteitis deformans in diseases classified elsewhere,Concept,,
C0276026,Haemophilus influenzae pneumonia,Concept,,
C0160588,Open wound of upper arm,Concept,,
C0019079,Hemoptysis,Concept,HP:0002105,Hemoptysis
C0019073,Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site,Concept,,
C0003534,Aphakia,Concept,,
C0003537,Aphasia,Concept,HP:0002381,Aphasia
C1135261,Other nonspecific positive culture findings,Concept,,
C0161769,"Other mechanical complication of genitourinary device, implant, and graft",Concept,,
C0161767,Mechanical complication due to urethral indwelling catheter,Concept,,
C1135269,disruption of internal operation wound,Concept,,
C0161762,"Other mechanical complication of cardiac device, implant, and graft",Concept,,
C0161763,"Mechanical complication of other vascular device, implant, and graft",Concept,,
C0161760,Mechanical complication due to heart valve prosthesis,Concept,,
C0039231,Tachycardia,Concept,HP:0001649,Tachycardia
C0039236,"Tachycardia, Paroxysmal",Concept,HP:0006688,Paroxysmal tachycardia
C0159743,Open fracture of lower end of forearm,Concept,,
C0159742,"Open fracture of radius and ulna, lower end",Concept,,
C0159740,Other closed fractures of distal end of radius (alone),Concept,,
C0159747,Closed fracture of unspecified part of radius with ulna,Concept,,
C0159745,Other open fractures of distal end of radius (alone),Concept,,
C0153714,Burkitt's lymphoma of intra-abdominal lymph nodes,Concept,,
C0159748,Closed fracture of unspecified part of forearm,Concept,,
C0274287,Effects of heat AND/OR light,Concept,,
C0206762,"Limb Deformities, Congenital",Concept,,
C0392549,Infantile cerebral palsy,Concept,,
C0476365,Nonspecific abnormal findings on radiological and other examination of lung field,Concept,,
C0494025,Intestinal infection due to clostridium difficile,Concept,,
C0035078,Kidney Failure,Concept,,
C0029870,Other ventral hernia without mention of obstruction or gangrene,Concept,,
C0029872,Other vitreous opacities,Concept,,
C0396041,Acute epiglottitis without obstruction,Concept,,
C0345377,Syndactyly of toes without bone fusion,Concept,,
C0034214,Pyogenic granuloma of skin and subcutaneous tissue,Concept,,
C0034212,Pyoderma,Concept,HP:0000999,Pyoderma
C2004369,Other specified stomach anomalies,Concept,,
C0154292,Other hemolytic anemias due to enzyme deficiency,Concept,,
C0154290,Anemia due to protein deficiency,Concept,,
C0154296,Other specified hereditary hemolytic anemias,Concept,,
C0040457,"Tooth, Supernumerary",Concept,HP:0011069,Increased number of teeth
C0154298,Acute posthaemorrhagic anaemia,Concept,,
C2349675,Fever and other physiologic disturbances of temperature regulation,Concept,,
C0030517,Parathyroid Diseases,Concept,,
C0699815,Feeding difficulties and mismanagement,Concept,,
C0028841,Ocular Hypotension,Concept,,
C0158195,"Stiffness of joint, NEC, involving unspecified site in MTHICD9_2014",Concept,,
C0158194,"Pain in joint, other specified sites",Concept,,
C0158197,"Stiffness of joint, NEC, involving upper arm in MTHICD9_2014",Concept,,
C0949169,Striking against or struck accidentally by objects or persons in sports,Concept,,
C0011880,Diabetic Ketoacidosis,Concept,HP:0001953,Diabetic ketoacidosis
C0271342,Glaucomatous atrophy of optic disc,Concept,,
C0149627,Benign tumor of penis,Concept,,
C0261246,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered",Concept,,
C0154879,Disseminated chorioretinitis,Concept,,
C0154870,Focal chorioretinitis,Concept,,
C0020505,Hyperphagia,Concept,HP:0002591,Polyphagia
C0409810,"Transient arthropathy, other specified sites",Concept,,
C0158995,Congenital anemia,Concept,,
C0159750,"Fracture of unspecified part of forearm, open",Concept,,
C0158997,Transient neonatal neutropenia (disorder),Concept,,
C0158996,Anemia of prematurity,Concept,,
C0155471,Atrophic nonflaccid tympanic membrane,Concept,,
C0155470,Atrophic flaccid tympanic membrane,Concept,,
C0158993,Other transient neonatal disorders of coagulation,Concept,,
C0158992,Disseminated intravascular coagulation in newborn,Concept,,
C0158999,Unspecified hematological disorder specific to newborn,Concept,,
C0035921,Congenital Rubella Syndrome,Concept,,
C0020582,Hyphema of iris and ciliary body,Concept,,
C0375291,"Cerebral artery occlusion, unspecified with cerebral infarction",Concept,,
C1455977,aftercare following organ transplant,Concept,,
C0019681,Histrionic Personality Disorder,Concept,HP:0012077,Histrionic personality disorder
C0011334,Dental caries,Concept,HP:0000670,Carious teeth
C0221352,Syndactyly of fingers,Concept,HP:0006101,Finger syndactyly
C0261133,Motor vehicle traffic accident of unspecified nature injuring unspecified person,Concept,,
C0005660,Human Bite,Concept,,
C0161519,Poisoning by antiallergic and antiemetic drugs,Concept,,
C0161517,Poisoning by other and unspecified hormones and synthetic substitutes Poisoning by other and unspecified hormones and synthetic substitutes,Concept,,
C0014306,Enophthalmos,Concept,,
C0273260,"Open wound of nose, uncomplicated",Concept,,
C0152124,"Confusion, Reactive",Concept,,
C0152430,Congenital coxa valga,Concept,,
C0152431,Congenital coxa vara,Concept,,
C0152432,Congenital genu varum,Concept,,
C0273268,"Open wound of forehead, uncomplicated",Concept,,
C0265122,Disorder of pericardium,Concept,,
C0152438,Sprengel deformity,Concept,HP:0000912,Sprengel anomaly
C0152128,Drug withdrawal syndrome,Concept,,
C0156737,"Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication",Concept,,
C0043096,,,,
C0043092,,,,
C0040213,Tietze's Syndrome,Concept,,
C0156014,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",Concept,,
C0496709,Family history of blindness and visual loss,Concept,,
C0022578,Keratoconus,Concept,HP:0000563,Keratoconus
C0478080,Other congenital malformations of musculoskeletal system,Concept,,
C0022570,"Keratitis, Dendritic",Concept,,
C0022573,Keratoconjunctivitis,Concept,HP:0001096,Keratoconjunctivitis
C0859831,Other specified diseases due to viruses,Concept,,
C0348494,Other hyperlipidemia,Concept,,
C0160174,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",Concept,,
C0013654,Educational circumstances,Concept,,
C0153521,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder",Concept,,
C0153520,"Malignant neoplasm of connective and other soft tissue of head, face, and neck",Concept,,
C0520679,"Sleep Apnea, Obstructive",Concept,HP:0002870,Obstructive sleep apnea
C0158609,Other bulbus cordis anomalies and anomalies of cardiac septal closure,Concept,,
C0158608,Other transposition of great vessels,Concept,,
C1955577,Family history of other endocrine and metabolic diseases,Concept,,
C0158606,Bulbus cordis anomalies and anomalies of cardiac septal closure,Concept,,
C1955570,"Encounter due to personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits",Concept,,
C0160392,Injury of liver without open wound into abdominal cavity,Concept,,
C0160393,"Injury to liver without mention of open wound into cavity, hematoma and contusion",Concept,,
C0160394,"Laceration of liver, minor, without mention of open wound into cavity",Concept,,
C0160396,"Laceration of liver, major, without mention of open wound into cavity",Concept,,
C0700501,Congenital nystagmus,Concept,HP:0006934,Congenital nystagmus
C0029403,Osteitis deformans without mention of bone tumour,Concept,,
C0432520,Malignant tumour of vermilion border of lower lip,Concept,,
C0490022,Peripheral stem cells replaced by transplant,Concept,,
C0490023,Other specified organ or tissue replaced by transplant,Concept,,
C0490027,Encounter due to acquired absence of intestine (large) (small),Concept,,
C0490024,Encounter due to cataract extraction status,Concept,,
C0490025,Other states following surgery of eye and adnexa,Concept,,
C0490028,Fitting and adjustment of cerebral ventricular (communicating) shunt,Concept,,
C0490029,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord),Concept,,
C0026986,,,,
C0003079,Anisocoria,Concept,HP:0009916,Anisocoria
C0160827,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection",Concept,,
C0160824,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected",Concept,,
C0003076,Aniridia,Concept,HP:0000526,Aniridia
C0160823,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection",Concept,,
C0160820,"Abrasion or friction burn of face, neck, and scalp except eye, infected",Concept,,
C0273869,Nonvenomous insect bite of finger without infection,Concept,,
C0432018,Other anomalies of toes,Concept,,
C0261741,Accident caused by domestic wiring and appliances,Concept,,
C0159555,Closed fracture of sacrum and coccyx without mention of spinal cord injury,Concept,,
C0273867,Abrasion and/or friction burn of finger without infection,Concept,,
C0159550,Multiple open fractures of cervical vertebrae,Concept,,
C0159551,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,Concept,,
C0006131,Branchioma,Concept,HP:0009796,Branchial cyst
C0868743,"Derangement of meniscus, NEC in ICD9CM_2014",Concept,,
C0260439,Personal history of lymphoid leukemia,Concept,,
C0260430,Encounter due to personal history of malignant neoplasm of testis,Concept,,
C0260435,Personal history of malignant neoplasm of kidney,Concept,,
C0152972,Pseudomonal sepsis,Concept,,
C0375116,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",Concept,,
C0375117,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",Concept,,
C0375114,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",Concept,,
C0375115,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",Concept,,
C0375113,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",Concept,,
C0375110,"Neoplasm of uncertain behaviour, site unspecified",Concept,,
C0375111,"Neoplasm of unspecified nature, site unspecified",Concept,,
C0154601,"Undersocialized conduct disorder, aggressive type, moderate",Concept,,
C0154600,"Undersocialized conduct disorder, aggressive type, mild",Concept,,
C0154602,"Undersocialized conduct disorder, aggressive type, severe",Concept,,
C0261520,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care",Concept,,
C0375118,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",Concept,,
C0497552,Congenital neurologic anomalies,Concept,HP:0000707,Abnormality of the nervous system
C0236780,Mixed bipolar I disorder,Concept,,
C0159168,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",Concept,,
C0034152,Henoch-Schoenlein Purpura,Concept,,
C0159160,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",Concept,,
C2910614,Encounter for screening for lipoid disorders,Concept,,
C0021933,Intussusception,Concept,HP:0002576,Intussusception
C0341863,Polymenorrhagia,Concept,,
C0339666,Nystagmus and other irregular eye movements,Concept,,
C0261747,Exposure to infra-red radiation from heaters and lamps,Concept,,
C0004096,Asthma,Concept,HP:0002099,Asthma
C0030232,Pallor,Concept,HP:0000980,Pallor
C0024586,Malignant Carcinoid Syndrome,Concept,,
C1261276,Congenital unilateral subluxation of hip,Concept,,
C1442861,Black eye,Concept,,
C0854530,Infection by human herpesvirus 6,Concept,,
C0155808,Other acute sinusitis,Concept,,
C0155804,Acute maxillary sinusitis,Concept,,
C0007773,Cerebral arteritis,Concept,,
C0158382,Chronic osteomyelitis involving upper arm,Concept,,
C0155807,Acute sphenoidal sinusitis,Concept,,
C0158386,Chronic osteomyelitis involving lower leg,Concept,,
C0155803,Other specified disorders of circulatory system,Concept,,
C0403696,Urethral stricture due to infection,Concept,,
C2911051,"Body mass index (BMI) 30.0-30.9, adult",Concept,,
C0375800,Personal history of venous thrombosis and embolism,Concept,,
C0375802,Personal history of other diseases of circulatory system,Concept,,
C0375804,Personal history of colonic polyps,Concept,,
C0375805,Personal history of other digestive system disease,Concept,,
C0375806,Personal history of urinary calculi,Concept,,
C0375807,Personal history of other specified urinary system disorders,Concept,,
C0038363,Aphthous Stomatitis,Concept,,
C0153951,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses",Concept,,
C0153952,Benign neoplasm of larynx,Concept,,
C0153953,Benign neoplasm of trachea,Concept,,
C0153957,benign neoplasm of heart,Concept,,
C0019275,Hernia of unspecified site without mention of obstruction or gangrene,Concept,,
C0019572,Hirsutism,Concept,HP:0001007,Hirsutism
C0155734,Atherosclerosis of renal artery,Concept,,
C0155732,Late effects of cerebrovascular disease,Concept,,
C0155730,Nonruptured cerebral aneurysm,Concept,,
C0159833,Closed fracture of shaft of femur,Concept,,
C0273529,Injury of nerves at shoulder and upper arm level,Concept,,
C0159838,"Fracture of lower end of femur, unspecified part, closed",Concept,,
C0156386,Stricture or atresia of the vagina,Concept,,
C0156387,Tight hymenal ring,Concept,,
C0432869,"Abrasion or friction burn of foot and toe(s), without mention of infection",Concept,,
C0156383,Noninflammatory disorder of the vagina,Concept,,
C0161166,Blisters with epidermal loss due to burn [second degree] of unspecified site of upper limb,Concept,,
C0161167,Blisters with epidermal loss due to burn (second degree) of forearm,Concept,,
C0496912,Neoplasm of uncertain or unknown behavior of larynx,Concept,,
C1135249,,,,
C1135248,weeks of gestation 37 or more,Concept,,
C1135241,Weeks pregnant,Concept,,
C1135243,27-28 weeks of gestation completed,Concept,,
C1135242,25-26 weeks of gestation completed,Concept,,
C1135245,31-32 weeks of gestation completed,Concept,,
C0032272,Pneumococcus infection in conditions classified elsewhere and of unspecified site,Concept,,
C1135247,35-36 weeks of gestation completed,Concept,,
C0160805,Late effect of internal injury to other internal organs,Concept,,
C0161701,Toxic effect of other lead compounds,Concept,,
C0376129,"Quadriplegia, C1-C4, complete",Concept,,
C0014116,Endocardial Cushion Defects,Concept,,
C0014117,Endocardial Fibroelastosis,Concept,HP:0001706,Endocardial fibroelastosis
C0159763,Closed fracture of other bone of wrist,Concept,,
C0153775,Hodgkin's disease mixed cellularity stage III,Concept,,
C0040028,"Thrombocythemia, Essential",Concept,,
C0042974,von Willebrand Disease,Concept,,
C0476389,Brain and central nervous system abnormal function study,Concept,,
C0555330,Closed fracture of lower end of humerus,Concept,,
C2349478,"Other forms of migraine, with intractable migraine, so stated, without mention of status migrainosus",Concept,,
C0600327,Toxic Shock Syndrome,Concept,,
C0332686,First degree burn,Concept,,
C0030756,Lice Infestations,Concept,,
C0030757,Pediculus capitis infestation,Concept,,
C0030758,Body louse infestation,Concept,,
C0270183,Hemorrhage of newborn,Concept,,
C0158015,,,,
C0260602,"Single liveborn, born in hospital, delivered without mention of cesarean section",Concept,,
C1535481,Accidental poisoning from berries and seeds,Concept,,
C0009354,Closed Colles' fracture,Concept,,
C0151731,Hepatic infarction,Concept,,
C0374982,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified",Concept,,
C0374983,Group A Streptococcus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0374987,Group G Streptococcus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0374984,Group B Streptococcus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0158174,,,,
C0374988,Other Streptococcus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0374989,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site,Concept,,
C0865502,,,,
C0427055,Facial Paresis,Concept,,
C0030569,Secondary Parkinson Disease,Concept,,
C0154814,Old partial retinal detachment,Concept,,
C0154815,"Old retinal detachment, total or subtotal",Concept,,
C0263819,Recurrent dislocation of lower leg joint,Concept,,
C0431741,Malformation of urachus,Concept,,
C0085109,Corneal Neovascularization,Concept,HP:0011496,Corneal neovascularization
C0037763,Spasm,Concept,,
C0041300,tuberculosis of other organs,Concept,,
C0037769,West Syndrome,Concept,,
C0341677,Impaired renal function disorder,Concept,,
C0039614,Tetanus,Concept,,
C0020217,Hydatidiform Mole,Concept,,
C0751057,"Seizure, Febrile, Complex",Concept,HP:0011172,Complex febrile seizures
C1281794,Current tear of lateral cartilage AND/OR meniscus of knee,Concept,,
C0161578,Poisoning by antidepressant,Concept,,
C0152419,Interrupted aortic arch,Concept,HP:0011611,Interrupted aortic arch
C0262045,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted",Concept,,
C0152413,Pneumonia due to respiratory syncytial virus,Concept,,
C0750903,"Amblyopia, Suppression",Concept,,
C0152416,Congenital web of larynx,Concept,,
C0152417,Congenital stenosis of aortic valve,Concept,,
C0152415,Ankyloglossia,Concept,HP:0010296,Ankyloglossia
C0375725,hemorrhage complicating procedure,Concept,,
C0375724,"Other complications affecting other specified body systems, NEC in ICD9CM",Concept,,
C0434599,Closed traumatic dislocation elbow joint,Concept,,
C1719410,Epilepsy and recurrent seizures,Concept,,
C0375726,Hematoma complicating a procedure,Concept,,
C0375720,"Complications of transplanted organ, unspecified site",Concept,,
C0270823,Petit mal status,Concept,,
C0339418,Other macular scars,Concept,,
C1456132,Primary focal hyperhidrosis,Concept,,
C1456131,obstructive chronic bronchitis with acute bronchitis,Concept,,
C0178298,Skin and subcutaneous tissue disorders,Concept,,
C0261503,Accidental poisoning by carbon monoxide,Concept,,
C1456139,Pressure ulcer of upper back,Concept,,
C0347894,"Neuralgia, neuritis, and radiculitis, unspecified",Concept,,
C0161398,Optic Nerve Injuries,Concept,,
C0025427,Mercury Poisoning,Concept,,
C0014852,Esophageal Diseases,Concept,,
C0026686,Mucocele of salivary gland,Concept,,
C0269685,"Drug dependence in mother complicating pregnancy, childbirth AND/OR puerperium",Concept,,
C0014858,Esophageal motility disorders,Concept,,
C0160621,Open wound of finger with complication,Concept,,
C0160622,Open wound of finger with tendon involvement,Concept,,
C0160623,"Multiple and unspecified open wound of upper limb, without mention of complication",Concept,,
C0685874,Congenital abnormal shape of inner ear,Concept,,
C0156719,"Early onset of delivery, delivered, with or without mention of antepartum condition",Concept,,
C0005937,Bone Cysts,Concept,HP:0012062,Bone cyst
C0156247,Small kidney,Concept,,
C0156246,Bilateral small kidney,Concept,,
C0156245,Unilateral small kidney,Concept,,
C1955594,Other toe(s) amputation status,Concept,,
C0701162,Other anterior pituitary disorders,Concept,,
C0701163,Adrenogenital disorder,Concept,,
C0701168,"Tricuspid valve disorder, non-rheumatic",Concept,,
C0029421,Osteochondritis Dissecans,Concept,HP:0010886,Osteochondritis Dissecans
C0375561,"Abdominal or pelvic swelling, mass, or lump, periumbilic",Concept,,
C0375560,"Abdominal or pelvic swelling, mass, or lump, left lower quadrant",Concept,,
C0375565,Abdominal rigidity of right upper quadrant,Concept,,
C0375564,"Abdominal or pelvic swelling, mass, or lump, other specified site",Concept,,
C0949128,,,,
C0156224,Acute glomerulonephritis with other specified pathological lesion in kidney,Concept,,
C0949122,Acute laryngitis without mention of obstruction,Concept,,
C0032026,Pityriasis Rosea,Concept,,
C0011638,Dermatophytosis of groin and perianal area,Concept,,
C0029681,Other optic neuritis,Concept,,
C0858895,Candida enteritis,Concept,,
C0011630,Dermatomycoses,Concept,,
C0011633,Dermatomyositis,Concept,,
C0160845,"Insect bite, nonvenomous of shoulder and upper arm, without mention of infection",Concept,,
C0160841,"Abrasion or friction burn of shoulder and upper arm, without mention of infection",Concept,,
C0006118,Brain Neoplasms,Concept,HP:0030692,Brain neoplasm
C0159537,Closed fracture of fifth cervical vertebra,Concept,,
C0261899,Other diuretics causing adverse effects in therapeutic use,Concept,,
C0006112,"Brain Diseases, Metabolic",Concept,,
C0006114,Cerebral Edema,Concept,HP:0002181,Cerebral edema
