cui,cui_name,curated_name,prob,hpo,hpo_name
C1112693,"Generalized non-convulsive epilepsy, with intractable epilepsy","generalized non-convulsive epilepsy, ",0.004537809587614652,HP:0002197,Generalized seizures
C0261600,Fall on steps,fall on steps,0.003436997410438843,,
C0149825,Hypertrophy of adenoids,abnormal size nasopharyngeal adenoids,0.01953143583991699,HP:3000033,Abnormality of nasopharyngeal adenoids
C0396023,Chronic adenoiditis,chronic adenoiditis,0.001933559237511367,HP:0011109,Chronic sinusitis
C0154698,Monoplegic Infantile Cerebral Palsy,monoplegic  cerebral palsy,0.0010349275109503883,HP:0100021,Cerebral palsy
C0154697,"Cerebral Palsy, Quadriplegic, Infantile","cerebral palsy, quadriplegic, ",0.0656045694794559,HP:0100021,Cerebral palsy
C0154694,"Hemiplegia, Spastic",,0.004116701191565802,HP:0011099,Spastic hemiparesis
C0154695,Diplegic Infantile Cerebral Palsy,diplegic  cerebral palsy,0.027172770112390682,HP:0100021,Cerebral palsy
C0154691,Peripheral autonomic neuropathy in disorders classified elsewhere,peripheral autonomic neuropathy in disorders classified elsewhere,0.0014193077504726878,,
C0034103,Pulpitis,pulpitis,0.002703674623419099,HP:0000163,Abnormality of the oral cavity
C0155342,strabismus in other neuromuscular disorders,strabismus in  neuromuscular disorders,0.001037328590759302,HP:0000597,Ophthalmoparesis
C0020256,Congenital Hydrocephalus,congenital hydrocephalus,0.020925613587298216,HP:0000238,Hydrocephalus
C0155345,Convergence insufficiency or palsy,convergence insufficiency or palsy,0.0032117738450607764,,
C0154212,Other ovarian dysfunction, ovarian dysfunction,0.0015642127103964358,HP:0000137,Abnormality of the ovary
C0154211,Postablative ovarian failure,postablative ovarian failure,0.0032179815033793785,HP:0001587,Primary ovarian failure
C0392682,Elevated blood-pressure reading without diagnosis of hypertension,elevated blood-pressure reading ,0.0013528997972723149,HP:0000822,Hypertension
C0154588,Adjustment disorder with mixed anxiety and depressed mood,adjustment disorder ,0.05271391530622752,HP:0000708,Behavioral abnormality
C0037928,Spinal Cord Diseases,,0.0018837239530709426,HP:0002196,Myelopathy
C0023212,Left-Sided Heart Failure,,0.0031234722505897954,HP:0005162,Left ventricular failure
C0271432,Acute transudative otitis media,acute transudative otitis media,0.00262832806093604,HP:0000371,Acute otitis media
C0154587,Adjustment disorder with anxious mood,adjustment disorder ,0.01268724561733726,HP:0000708,Behavioral abnormality
C0037856,Spermatic Cord Torsion,,0.002695168866687948,HP:0100813,Testicular torsion
C0154961,Glaucoma associated with ocular disorder,glaucoma associated ,0.003744210700944544,HP:0000501,Glaucoma
C0036529,"Myocardial Diseases, Secondary","myocardial diseases, secondary",0.0051966330992445214,,
C0159063,Other abnormality of urination, abnormality of urination,0.0016164021631422827,HP:0000119,Abnormality of the genitourinary system
C0159061,Other symptoms involving digestive system, symptoms involving digestive system,0.005120395034563239,HP:0011024,Abnormality of the gastrointestinal tract
C0266587,Congenital anomaly of orbit,congenital anomaly of orbit,0.001047931075022563,HP:0000315,Abnormality of the orbital region
C0221468,Vitamin D-dependent rickets,vitamin d-dependent rickets,0.002975500256208991,HP:0001939,Abnormality of metabolism/homeostasis
C0477914,Other apnea of newborn, apnea of newborn,0.0010886504084957596,HP:0002104,Apnea
C0030446,Paralytic Ileus,,0.002153655223993176,HP:0002590,Paralytic ileus
C1261281,Disorder of transplanted kidney,disorder of transplanted kidney,0.0053829698773454745,HP:0012210,Abnormal renal morphology
C1261282,Complication of transplanted liver,complication of transplanted liver,0.0016010909532795502,HP:0001392,Abnormality of the liver
C0001309,Acute atopic conjunctivitis,acute atopic conjunctivitis,0.001266978981254383,HP:0012649,Increased inflammatory response
C2363246,Other specified congenital malformations of skin,phenotypic abnormality of skin,0.002044015297661792,,
C0036454,Scotoma,,0.007313320435837941,HP:0000575,Scotoma
C0349588,Short stature,,0.02053417353899216,HP:0004322,Short stature
C0021122,"Disruptive, Impulse Control, and Conduct Disorders","disruptive, impulse control, and oppositional defiant disorders",0.004709176229368794,,
C0152101,Hypoplastic Left Heart Syndrome,,0.015547841881216952,HP:0004383,Hypoplastic left heart
C0158911,"Other preterm infants, 1,750-1,999 grams"," preterm infants, 1,750-1,999 grams",0.0015796117827401686,,
C0158910,"Other preterm infants, 1,500-1,749 grams"," preterm infants, 1,500-1,749 grams",0.0011004890820015475,,
C0158913,"Other preterm infants, 2,500 grams and over"," preterm infants, 2,500 grams and over",0.004108287373424474,,
C0158912,"Other preterm infants, 2,000-2,499 grams"," preterm infants, 2,000-2,499 grams",0.002054477925790321,,
C0520966,Abnormal coordination,,0.06719029137398826,HP:0002311,Incoordination
C0024622,Malignant neoplasm of retina,malignant neoplasm of retina,0.0020807483370706785,HP:0012777,Retinal neoplasm
C0267071,Oropharyngeal Dysphagia,,0.01064979414800019,HP:0200136,Oral-pharyngeal dysphagia
C0435844,Closed supracondylar fracture of femur,closed supracondylar fracture of femur,0.0015739958272439059,,
C1719452,sensory hearing loss of both ears,sensory hearing loss of both ears,0.01502829007080593,HP:0000365,Hearing impairment
C0346906,Malignant neoplasm of cerebral ventricles,malignant neoplasm of cerebral ventricles,0.0025730907692020767,HP:0030692,Brain neoplasm
C0348743,Other specified diseases of intestine, specified diseases of intestine,0.0013136369294451413,HP:0002242,Abnormality of the intestine
C0348742,Other specified diseases of anus and rectum, specified diseases of anus and rectum,0.0021199503361989283,,
C1704330,Dental Diseases,dental diseases,0.0010881137450993957,HP:0000164,Abnormality of the teeth
C0018777,Conductive hearing loss,,0.007784590334872327,HP:0000405,Conductive hearing impairment
C0242855,Congenital atresia of pulmonary valve,,0.0053343259174885365,HP:0010882,Pulmonary valve atresia
C0348188,Varicella without complication,varicella ,0.0015191442074927721,HP:0010978,Abnormality of immune system physiology
C0010043,Corneal Ulcer,,0.0012515016193210278,HP:0012804,Corneal ulceration
C0152522,Diarrhea of presumed infectious origin,diarrhea of presumed infectious origin,0.001294965999062921,HP:0002719,Recurrent infections
C0021345,Infectious Mononucleosis,infectious mononucleosis,0.001596200282750438,HP:0012649,Increased inflammatory response
C0015674,Chronic Fatigue Syndrome,chronic fatigue syndrome,0.002244371721134063,,
C1456313,Other specified pervasive developmental disorders, specified pervasive developmental disorders,0.04117014626464193,HP:0000729,Autistic behavior
C1456310,Other specified episodic mood disorder, specified  depression,0.001859657043192301,HP:0000716,Depression
C0375703,Anaphylactic shock due to unspecified food,anaphylactic shock due to  food,0.015565748693959052,,
C0813173,Acute schizophrenic episode,acute schizophrenic episode,0.003266584399387483,,
C0036278,Scar conditions and fibrosis of skin,scar conditions and fibrosis of skin,0.003647184206972395,HP:0001075,Atrophic scars
C0376175,Bell Palsy,,0.0022792787590399407,HP:0010628,Facial palsy
C0006849,Oral candidiasis,oral candidiasis,0.009113489283026341,HP:0009098,Chronic oral candidiasis
C0311334,Generalized convulsive epilepsy,generalized convulsive epilepsy,0.0021580084036533116,HP:0002197,Generalized seizures
C0152236,Talipes valgus,,0.015480623560880471,HP:0004684,Talipes valgus
C0042075,Urologic Diseases,urologic diseases,0.0027880154561173123,HP:0000119,Abnormality of the genitourinary system
C0311338,Fundus Albipunctatus,,0.0030950146752598434,HP:0030642,Fundus albipunctatus
C1561882,Organic parasomnia,organic parasomnia,0.004676884562843706,HP:0000708,Behavioral abnormality
C0006842,Candidiasis of skin and nails,candidiasis of skin and nails,0.00401428574432179,HP:0002728,Chronic mucocutaneous candidiasis
C0375639,"Injury to liver without mention of open wound into cavity laceration, unspecified",injury to liver ,0.0013239109132506615,HP:0001392,Abnormality of the liver
C0015923,Fetal Alcohol Syndrome,fetal alcohol syndrome,0.0027792407189575776,HP:0001197,Abnormality of prenatal development or birth
C0022661,"Kidney Failure, Chronic","kidney failure, chronic",0.006871600319087601,HP:0003774,Stage 5 chronic kidney disease
C0022660,"Kidney Failure, Acute","kidney failure, acute",0.001098736497930647,HP:0001919,Acute kidney injury
C0478000,Other congenital malformations of aorta, congenital malformations of aorta,0.002811234236589932,HP:0030680,Abnormality of cardiovascular system morphology
C0311245,Congenital cystic kidney disease,congenital cystic kidney disease,0.003035203570696314,HP:0000107,Renal cyst
C0685925,Articular disc disorder of temporomandibular joint,articular disc disorder of temporomandibular joint,0.001015977936586867,HP:0010754,Abnormality of the temporomandibular joint
C0155552,"Hearing Loss, Mixed Conductive-Sensorineural",,0.009959873346623469,HP:0000410,Mixed hearing impairment
C0017601,Glaucoma,,0.006729514977441135,HP:0000501,Glaucoma
C0028756,"Obesity, Morbid","obesity, ",0.02384549134976045,HP:0001513,Obesity
C0028754,Obesity,,0.027067942969333313,HP:0001513,Obesity
C2349312,"Unspecified leukemia, without mention of having achieved remission"," leukemia, ",0.0017302081281353825,HP:0001909,Leukemia
C0375526,Hypospadias and epispadias and other penile anomalies,hypospadias and epispadias and  penile anomalies,0.0028235088052822087,,
C0375525,Undescended and retractile testicle,undescended and retractile testicle,0.005350601760523913,HP:0012646,Retractile testis
C0375521,Anomalies of other specified sites of peripheral vascular system,anomalies of  specified sites of peripheral vascular system,0.0017641092594401302,HP:0001626,Abnormality of the cardiovascular system
C0375520,Lower limb vessel congenital anomaly,lower limb vessel congenital anomaly,0.009784424197087652,HP:0002597,Abnormality of the vasculature
C0375528,Other penile anomalies, penile anomalies,0.008279390017188621,HP:0012243,Abnormal genital system morphology
C2712619,Acute venous embolism and thrombosis of deep vessels of proximal lower extremity,acute venous embolism and thrombosis of deep vessels of proximal lower extremity,0.0013934812946818835,HP:0011004,Abnormality of the systemic arterial tree
C0013415,Dysthymic Disorder,dysthymic disorder,0.009745438696187558,HP:0000716,Depression
C0157697,Cellulitis and abscess of neck,cellulitis and abscess of neck,0.004102930043997251,HP:0002722,Recurrent abscess formation
C0029802,Other specified forms of glaucoma, specified forms of glaucoma,0.002137693513748061,HP:0000501,Glaucoma
C0029806,Other specified infantile cerebral palsy, specified  cerebral palsy,0.015140165009898714,HP:0100021,Cerebral palsy
C0029809,Other specified intestinal malabsorption, specified intestinal malabsorption,0.002420141496580983,HP:0002024,Malabsorption
C0029570,Other deficiencies of circulating enzymes, deficiencies of circulating enzymes,0.0017553798227549025,,
C0154022,"Benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid","benign neoplasm of eyeball, except conjunctiva, cornea, retina, and choroid",0.0013435228430093407,HP:0030510,Combined hamartoma of the retinal pigment epithelium and retina
C0029579,OTHER LUNG DISEASE NEC in ICD9CM, lung disease,0.00982431343627654,HP:0002088,Abnormality of the lung
C0154028,Benign neoplasm of choroid,benign neoplasm of choroid,0.001381204555596166,HP:0011792,Neoplasm by histology
C0026760,Multiple Epiphyseal Dysplasia,,0.002785603727954641,HP:0002654,Multiple epiphyseal dysplasia
C0476405,Lung function testing abnormal,lung function testing abnormal,0.0029509812079362044,HP:0002088,Abnormality of the lung
C0034919,Redundant prepuce and phimosis,abnormality of the preputium,0.03166591338343411,HP:0100587,Abnormality of the preputium
C0260675,Heart valve replaced by other means,heart valve replaced by  means,0.010356151650027868,HP:0001654,Abnormality of the heart valves
C0034915,Redness or discharge of eye,redness or discharge of eye,0.0014046024614088643,,
C0494432,Mixed disturbance of conduct and emotions,mixed disturbance of conduct and emotions,0.0014183389220118704,,
C0917801,Sleeplessness,,0.0017997486880320112,HP:0100785,Insomnia
C0035204,Respiration Disorders,respiration disorders,0.0028262216169170403,HP:0002793,Abnormal pattern of respiration
C0154119,Neoplasm of uncertain behavior of brain and spinal cord,neoplasm of uncertain behavior of brain and spinal cord,0.0011714696412529317,,
C0029712,Other premature beats, premature beats,0.0012539772787899858,HP:0001649,Tachycardia
C0029713,Other preterm infants, preterm infants,0.023717389247392275,,
C0878752,Abnormal loss of weight and underweight,abnormal loss of weight and underweight,0.002000053405884787,HP:0004323,Abnormality of body weight
C0878753,Unspecified lack of expected normal physiological development in childhood, lack of expected normal physiological development in ,0.07656409955971787,HP:0001263,Global developmental delay
C0878750,"Fall from other slipping, tripping, or stumbling","fall from  slipping, tripping, or stumbling",0.0039080037932955934,HP:0012638,Abnormality of nervous system physiology
C0878757,"Perpetrator of child and adult abuse, by father, stepfather, or boyfriend","perpetrator of child and  abuse, by father, stepfather, or boyfriend",0.003730990764666656,HP:0001197,Abnormality of prenatal development or birth
C0270206,fetus or newborn; jaundice,fetus or newborn; jaundice,0.003806890396652643,,
C0029485,Other acne, acne,0.010999464422315081,HP:0001061,Acne
C0029486,Other acquired deformity of other parts of limb, acquired deformity of  parts of limb,0.004275583733157368,HP:0002814,Abnormality of the lower limb
C0029481,Other abnormal blood chemistry, abnormal blood chemistry,0.0012959324556067397,HP:0001939,Abnormality of metabolism/homeostasis
C0261615,"Fall on same level from slipping, tripping, or stumbling","fall on same level from slipping, tripping, or stumbling",0.0011433715553078713,HP:0012638,Abnormality of nervous system physiology
C1561710,"Body Mass Index less than 19, adult","body mass index less than 19, ",0.0011449404149854567,,
C0158767,Congenital deformity of knee joint,congenital deformity of knee joint,0.002055728387441918,HP:0005191,Congenital knee dislocation
C0031873,Pica Disease,,0.002558424050614741,HP:0011856,Pica
C0007933,Meibomian Cyst,,0.0017707182102291372,HP:0010605,Chalazion
C0029620,Other forms of nystagmus, forms of nystagmus,0.001998877180504437,,
C0012767,Tooth eruption disorder,tooth eruption disorder,0.011712975820557124,HP:0006292,Abnormality of dental eruption
C0012766,Skin sensation disturbance,skin sensation disturbance,0.004352873613676476,,
C0012765,Disturbance of salivary secretion,disturbance of salivary secretion,0.0032055051756790624,,
C0158210,"Other symptoms referable to joint, pelvic region and thigh"," symptoms referable to joint, pelvic region and thigh",0.0047941128464201324,,
C0158211,"Other symptoms referable to joint, lower leg"," symptoms referable to joint, lower leg",0.0012444918268086343,HP:0002814,Abnormality of the lower limb
C0154205,Other adrenal hypofunction, adrenal hypofunction,0.0010373909251883238,,
C0154598,Other specified nonpsychotic mental disorders following organic brain damage, specified nonpsychotic mental disorders following organic brain damage,0.004100389462401479,,
C0869452,"Other diseases of respiratory system, NEC in ICD9CM"," diseases of respiratory system,",0.002720005074012642,,
C0036400,Scimitar Syndrome,,0.006962903020717651,HP:0005160,Total anomalous pulmonary venous return
C0265647,Congenital metatarsus varus,congenital metatarsus varus,0.001216559715398735,HP:0001840,Metatarsus adductus
C0159071,Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH],nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [ldh],0.0017804339383857416,,
C1145628,Autonomic nervous system disorders,autonomic nervous system disorders,0.004586918870720013,HP:0002270,Abnormality of the autonomic nervous system
C0011127,Pressure Ulcer,,0.0048960108879993105,HP:0012399,Pressure ulcer
C0020623,Hypolipoproteinemias,,0.004464605520519226,HP:0010981,Hypolipoproteinemia
C0020621,Hypokalemia,,0.002316434739210047,HP:0002900,Hypokalemia
C1112488,Neonatal bradycardia,neonatal bradycardia,0.0014916847194301518,HP:0011675,Arrhythmia
C0154378,"Schizo-affective type schizophrenia, chronic state with acute exacerbation"," schizophrenia, chronic state ",0.0010062725432810331,,
C0375192,"Conduct disorder, adolescent-onset type","oppositional defiant disorder, adolescent-onset type",0.003096217046629767,,
C0375193,Other conduct disorders, oppositional defiant disorders,0.0039266569366942,HP:0010865,Oppositional defiant disorder
C0004144,Atelectasis,,0.006344002692107286,HP:0100750,Atelectasis
C0155886,"Asthma, unspecified type, without mention of status asthmaticus","asthma,  type, ",0.06540195469801093,HP:0002099,Asthma
C0155881,Intrinsic asthma without mention of status asthmaticus,intrinsic asthma ,0.0016258944908546515,HP:0002099,Asthma
C0008827,Cirrhosis of liver without mention of alcohol,cirrhosis of liver ,0.002135492463382913,HP:0001394,Cirrhosis
C0008533,Hemophilia B,hemophilia b,0.006696323814796014,,
C0041889,Unspecified symptom associated with female genital organs, symptom associated ,0.0032315651139657032,,
C0155405,Acquired stenosis of external ear canal,acquired stenosis of external ear canal,0.001477305006980086,,
C0004030,Aspergillosis,aspergillosis,0.0031965855751124924,HP:0012649,Increased inflammatory response
C0004031,"Aspergillosis, Allergic Bronchopulmonary","aspergillosis, allergic bronchopulmonary",0.004670570912624837,HP:0002099,Asthma
C0595979,"Colitis, enteritis and gastroenteritis presumed infectious","colitis, enteritis and gastroenteritis presumed infectious",0.0023080857627766453,,
C0152210,Intermittent tropia,intermittent tropia,0.00146408509483625,,
C0038273,Stereotypic Movement Disorder,,0.02012259396333889,HP:0000733,Stereotypic behavior
C0157833,"Arthropathy associated with other infectious and parasitic diseases, site unspecified",arthropathy associated ,0.0010183307469568581,HP:0003040,Arthropathy
C0751774,Nocturnal Myoclonus Syndrome,nocturnal myoclonus syndrome,0.001076179510878422,HP:0004305,Involuntary movements
C0033036,Atrial Premature Complexes,,0.0013630332410756246,HP:0006699,Premature atrial contractions
C1456147,"Excessive attrition, unspecified","excessive attrition, ",0.0015021414222681144,,
C0152214,Intermittent alternating exotropia,intermittent alternating exotropia,0.021186443434831573,HP:0000577,Exotropia
C0159099,Nonspecific abnormal electroencephalogram (EEG),nonspecific abnormal electroencephalogram (eeg),0.004149218562933251,HP:0002353,EEG abnormality
C1281729,Current tear of medial cartilage AND/OR meniscus of knee,current tear of medial cartilage and/or meniscus of knee,0.0010377283894939845,,
C0270458,Severe major depression with psychotic features,severe major depression ,0.0011444175623091621,HP:0000716,Depression
C0022581,Acquired keratoderma,acquired keratoderma,0.0025827438731569246,HP:0000982,Palmoplantar keratoderma
C0019385,Herpetic meningoencephalitis,herpetic meningoencephalitis,0.0012488154093644275,HP:0012649,Increased inflammatory response
C1263846,Attention deficit hyperactivity disorder,,0.31712652997357627,HP:0007018,Attention deficit hyperactivity disorder
C0477458,Other specified hearing loss, specified hearing loss,0.022375177899627667,HP:0000365,Hearing impairment
C0154298,Acute posthaemorrhagic anaemia,acute posthaemorrhagic anaemia,0.00133596733422897,HP:0001871,Abnormality of blood and blood-forming tissues
C2349433,"Migraine with aura, with intractable migraine, so stated, without mention of status migrainosus",migraine ,0.0010161136834475105,HP:0002076,Migraine
C0153062,Viral exanthem,viral exanthem,0.0020925382608747776,HP:0000988,Skin rash
C1456434,Episodic mood disorder, depression,0.046261688510671195,HP:0000716,Depression
C0013396,Dyspepsia and other specified disorders of function of stomach,dyspepsia and  specified disorders of function of stomach,0.003008655638688097,HP:0002577,Abnormality of the stomach
C0013390,Dysmenorrhea,,0.012728961647159573,HP:0100607,Dysmenorrhea
C0158451,Aseptic necrosis of talus,aseptic necrosis of talus,0.001500636326949213,,
C0158454,Malunited Fracture,malunited fracture,0.001538463884356562,HP:0009810,Abnormality of upper limb joint
C0158456,Arrest of bone development AND/OR growth,arrest of bone development and/or growth,0.0026282404011443625,,
C0158458,Acquired hallux valgus,acquired hallux valgus,0.0018267013485704516,HP:0001822,Hallux valgus
C0348799,Acute bronchiolitis due to respiratory syncytial virus,acute bronchiolitis due to respiratory syncytial virus,0.006005719827366782,HP:0002088,Abnormality of the lung
C0032617,Polyuria,,0.0029677860733516056,HP:0000103,Polyuria
C0478014,Other congenital malformations of nose, congenital malformations of nose,0.0035922789198009728,HP:0000271,Abnormality of the face
C0431479,Other specified anomalies of ear, specified anomalies of ear,0.002154398941582065,HP:0000356,Abnormality of the outer ear
C1456326,Selective mutism specific to childhood and adolescence,selective mutism ,0.00864995522282935,HP:0002300,Mutism
C0035344,Retinopathy of Prematurity,retinopathy of prematurity,0.019427626178357825,HP:0000479,Abnormality of the retina
C0159679,"Fracture of unspecified part of upper end of humerus, closed","fracture of  part of upper end of humerus, closed",0.0017902798697524442,HP:0003862,Absent humerus
C0018946,"Hematoma, Subdural",,0.001189638678181858,HP:0100309,Subdural hemorrhage
C0002514,"Amino Acid Metabolism, Inborn Errors","amino acid metabolism, inborn errors",0.0021341581457186573,HP:0004337,Abnormality of amino acid metabolism
C0238074,Chronic pulmonary heart disease,chronic pulmonary heart disease,0.0028737731368387387,HP:0001641,Abnormality of the pulmonary valve
C0028768,Obsessive-Compulsive Disorder,obsessive-compulsive disorder,0.032734645312003034,HP:0000722,Obsessive-compulsive behavior
C0338982,Other specific developmental learning difficulties, specific developmental learning difficulties,0.01844187603748456,HP:0001263,Global developmental delay
C0868739,"Disorders of impulse control, NEC in ICD9CM_2014","disorders of impulse control,",0.0013353549188682662,HP:0012638,Abnormality of nervous system physiology
C0338984,Residual infantile autism,residual  autism,0.07747985324740594,HP:0000729,Autistic behavior
C1719717,chronic plaque-induced gingivitis,chronic plaque-induced gingivitis,0.0025886008861535953,HP:0000166,Severe periodontitis
C1719714,"Stomatitis and mucositis, unspecified","stomatitis and mucositis, ",0.0011987893928224742,HP:0011107,Recurrent aphthous stomatitis
C0004269,Child attention deficit disorder,child attention deficit disorder,0.0035228443087854102,HP:0007018,Attention deficit hyperactivity disorder
C2712605,Infection by Klebsiella pneumoniae in conditions classified elsewhere and of unspecified site,infection by klebsiella pneumoniae in conditions classified elsewhere and of  site,0.0013811235230747293,,
C0160410,"Injury to spleen without mention of open wound into cavity, laceration extending into parenchyma",injury to spleen ,0.0017053068676318541,HP:0012223,Splenic rupture
C0013404,Dyspnea,,0.0022678956299560524,HP:0002880,Respiratory difficulties
C0438699,"Congenital agenesis, hypoplasia, and dysplasia of lung","congenital agenesis, hypoplasia, and dysplasia of lung",0.009149015556955808,HP:0012252,Abnormal respiratory system morphology
C0546839,Other myopathies, myopathies,0.002150570430583557,HP:0003202,Skeletal muscle atrophy
C0375810,Other psychological trauma, psychological trauma,0.0021505233124493777,,
C0029816,Other specified myoneural disorders, specified myoneural disorders,0.0022641615331770626,,
C0029819,Other specified noninflammatory disorders of vagina, specified noninflammatory disorders of vagina,0.0028704019150046656,,
C0016658,Fracture,fracture,0.0015176293023277023,HP:0002757,Recurrent fractures
C0001344,Acute pharyngitis,acute pharyngitis,0.012528769089369124,HP:0012649,Increased inflammatory response
C0270327,Bedwetting,,0.021192606309609605,HP:0010677,Enuresis nocturna
C0432138,Other anomalies of spine, anomalies of spine,0.0032987387835286654,HP:0000925,Abnormality of the vertebral column
C0158679,Congenital anomaly of fixation of intestine,congenital anomaly of fixation of intestine,0.004273481007042859,HP:0002242,Abnormality of the intestine
C0476414,Thyroid function tests abnormal,thyroid function tests abnormal,0.0018413022552443172,HP:0002926,Abnormality of thyroid physiology
C0158673,Other specified anomalies of pharynx, specified anomalies of pharynx,0.0032013041388143336,HP:0000600,Abnormality of the pharynx
C0158674,Congenital hiatus hernia,congenital hiatus hernia,0.001571221202275083,HP:0002036,Hiatus hernia
C2349815,Overexertion and strenuous and repetitive movements or loads,overexertion and strenuous and repetitive movements or loads,0.0014569281353058862,,
C0032763,Postgastrectomy Syndromes,postgastrectomy syndromes,0.0014078870578327826,HP:0012718,Morphological abnormality of the gastrointestinal tract
C0009681,Anomalous pulmonary artery,,0.017028015169974053,HP:0004414,Abnormality of the pulmonary artery
C0206504,Tympanic Membrane Perforation,tympanic membrane perforation,0.015810548443820027,HP:0040090,Abnormality of the tympanic membrane
C0158115,Contracture of lower leg joint,contracture of lower leg joint,0.007680305192671722,HP:0005750,Contractures of the joints of the lower limbs
C0158111,Contracture of upper arm joint,contracture of upper arm joint,0.0016059813893754252,HP:0100360,Contractures of the joints of the upper limbs
C0020437,Hypercalcemia,,0.002670459283399383,HP:0003072,Hypercalcemia
C0158113,Contracture of joint of hand,,0.0025605965995026867,HP:0009473,Joint contracture of the hand
C0158112,Contracture of forearm joint,contracture of forearm joint,0.0040401596649038436,HP:0001371,Flexion contracture
C0154160,Other iatrogenic hypothyroidism, iatrogenic hypothyroidism,0.0015053424823729658,HP:0002926,Abnormality of thyroid physiology
C0158118,Contracture of multiple joints,,0.004731684560903344,HP:0002828,Multiple joint contractures
C0029496,"Coagulation defects, other and unspecified","coagulation defects,  and ",0.00123222433867339,HP:0001928,Abnormality of coagulation
C0520556,Pilonidal cyst without abscess,pilonidal cyst ,0.0018594348832398396,HP:0010769,Pilonidal sinus
C0041667,Underweight,underweight,0.010089954192804087,HP:0004323,Abnormality of body weight
C0029498,Other and unspecified diseases of the oral soft tissues, and  diseases of the oral soft tissues,0.0012361960286531944,,
C0085160,Hidradenitis,hidradenitis,0.0040976743178603205,HP:0000951,Abnormality of the skin
C0702197,"Benign neoplasm of vertebral column, excluding sacrum and coccyx","benign neoplasm of vertebral column, excluding sacrum and coccyx",0.0011069749485328546,HP:0009793,Presacral teratoma
C0040433,Tooth Crowding,,0.0077941464604813215,HP:0000678,Dental crowding
C0476241,Delayed developmental milestones,delayed developmental milestones,0.0528871706679087,HP:0001263,Global developmental delay
C0270105,Injury to brachial plexus as birth trauma,injury to brachial plexus as birth trauma,0.003192159718841011,,
C0235880,Mononeuritis,mononeuritis,0.003859686231809543,HP:0009830,Peripheral neuropathy
C0030590,Paroxysmal supraventricular tachycardia,,0.0022681198336096924,HP:0004763,Paroxysmal supraventricular tachycardia
C1455977,aftercare following organ transplant,aftercare following organ transplant,0.00525737200542375,,
C0271454,Chronic purulent otitis media,chronic purulent otitis media,0.0011449863948829327,HP:0000389,Chronic otitis media
C2004477,Disorders of optic chiasm associated with other neoplasms,disorders of optic chiasm associated ,0.0010210158406739386,HP:0004329,Abnormality of the posterior segment of the globe
C0260334,Pneumonitis due to inhalation of food or vomitus,pneumonitis due to inhalation of food or vomitus,0.0076123478027174335,,
C0154788,Blind hypotensive eye,blind hypotensive eye,0.0015760705502661301,,
C0020295,Hydronephrosis,,0.012407989133177243,HP:0000126,Hydronephrosis
C0036508,Seborrheic dermatitis,,0.0025633445749305966,HP:0001051,Seborrheic dermatitis
C0007859,Neck Pain,,0.002441566502114387,HP:0030833,Neck pain
C0020615,Hypoglycemia,,0.004831975108268294,HP:0001943,Hypoglycemia
C0023520,Leukodystrophy,,0.002630295568343975,HP:0002415,Leukodystrophy
C0007459,Cauda equina syndrome with neurogenic bladder,cauda equina syndrome ,0.0021056143089433705,HP:0009830,Peripheral neuropathy
C0023529,"Leukomalacia, Periventricular",,0.0029914183593041416,HP:0006970,Periventricular leukomalacia
C0270078,Extreme immaturity,extreme immaturity,0.005085049958799655,,
C1176342,"Asthma, unspecified type, with (acute) exacerbation","asthma,  type, ",0.007966548022988537,HP:0002099,Asthma
C1321898,Blood in stool,blood in stool,0.012039259692331336,HP:0012701,Bowel urgency
C0024198,Lyme Disease,lyme disease,0.007012434423846023,HP:0012649,Increased inflammatory response
C0375120,"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",diabetes ,0.0013628935069022869,HP:0000819,Diabetes mellitus
C0019572,Hirsutism,,0.002220550248573245,HP:0001007,Hirsutism
C0019570,Hirschsprung's disease and other congenital functional disorders of colon,hirschsprung's disease and  congenital functional disorders of colon,0.005045962675930184,HP:0002242,Abnormality of the intestine
C0155371,Aphakia and other disorders of lens,aphakia and  disorders of lens,0.003124506435131716,HP:0000517,Abnormality of the lens
C0154418,"Bipolar I disorder, most recent episode (or current) manic, moderate","bipolar disorder,  moderate",0.0036957515383996037,HP:0007302,Bipolar affective disorder
C1261176,Small intestine atresia and stenosis,small intestine atresia and stenosis,0.0027129245513542017,HP:0012848,Small intestinal stenosis
C0155415,Acute serous otitis media,acute serous otitis media,0.0067985217562771165,HP:0000371,Acute otitis media
C0154410,Mild recurrent major depression,mild recurrent major depression,0.001098062502033486,,
C0154411,Moderate recurrent major depression,moderate recurrent major depression,0.0036930460846627986,,
C0154412,Severe recurrent major depression without psychotic features,severe recurrent major depression ,0.0014467188256250432,,
C0015230,Exanthema,,0.006261753770879965,HP:0000988,Skin rash
C0158734,Polydactyly of toes,,0.0013206159426367063,HP:0001829,Foot polydactyly
C0162316,Iron deficiency anemia,,0.00697993787069477,HP:0001891,Iron deficiency anemia
C0221539,Transient alteration of awareness,transient alteration of awareness,0.006336839348111734,,
C0024517,Single major depressive episode,single major depressive episode,0.0031719410854075926,HP:0000708,Behavioral abnormality
