cui,cui_name,curated_name,hpo,hpo_name,hpo_prob
C0949142,"Intraventricular hemorrhage, grade I","intraventricular hemorrhage, grade i",HP:0011695,Cerebellar hemorrhage,0.8046754002571106
C0949143,"Intraventricular hemorrhage, grade II","intraventricular hemorrhage, grade ii",,,1.0
C0949144,"Intraventricular hemorrhage, grade III","intraventricular hemorrhage, grade iii",,,1.0
C0949145,"Intraventricular hemorrhage, grade IV","intraventricular hemorrhage, grade iv",,,1.0
C0158718,Congenital dislocation of knee with genu recurvatum,congenital dislocation of knee ,HP:0005191,Congenital knee dislocation,0.9995666146278381
C0158641,Congenital cystic lung,congenital cystic lung,HP:0010959,Congenital cystic adenomatoid malformation of the lung,0.9950315952301025
C0235238,Cycloplegia,cycloplegia,HP:0000553,Abnormality of the uvea,0.5525561571121216
C0158644,Congenital anomaly of lung,congenital anomaly of lung,HP:0002088,Abnormality of the lung,0.8755899667739868
C0158647,Unilateral complete cleft palate,unilateral complete cleft palate,HP:0000174,Abnormality of the palate,0.6035594940185547
C0158646,Cleft palate with cleft lip,cleft palate ,HP:0000175,Cleft palate,0.9951582551002502
C0158649,Complete bilateral cleft palate,complete bilateral cleft palate,HP:0000174,Abnormality of the palate,0.7185034155845642
C0158648,Unilateral incomplete cleft palate,unilateral incomplete cleft palate,HP:0100334,Unilateral cleft palate,0.8791894912719727
C0029442,Osteomalacia,,HP:0002749,Osteomalacia,1.0
C0029443,Osteomyelitis,,HP:0002754,Osteomyelitis,1.0
C0869256,Mixed urinary incontinence,mixed urinary incontinence,HP:0000020,Urinary incontinence,0.6564328670501709
C0260784,Unspecified aftercare, aftercare,HP:0011458,Abdominal symptom,0.8597825169563293
C0155332,Alternating exotropia with V pattern,alternating exotropia ,HP:0001137,Alternating esotropia,0.9109078049659729
C0155333,Alternating exotropia with noncommitance other than A OR V pattern,alternating exotropia ,HP:0001137,Alternating esotropia,0.9109078049659729
C0155330,Monocular exotropia with noncommitance other than A OR V pattern,monocular exotropia ,HP:0000577,Exotropia,0.7198780179023743
C0155336,Esotropia with accommodative compensation,esotropia ,HP:0000565,Esotropia,0.9878124594688416
C0029662,Other malignant lymphomas, malignant lymphomas,,,1.0
C0158255,Displacement of lumbar intervertebral disc without myelopathy,displacement of lumbar intervertebral disc ,HP:0000925,Abnormality of the vertebral column,0.7439954876899719
C0155338,Total ophthalmoplegia,,HP:0007824,Total ophthalmoplegia,1.0
C0155339,Brown Tendon Sheath Syndrome,brown tendon sheath syndrome,,,1.0
C0029668,Other mucopurulent conjunctivitis, mucopurulent conjunctivitis,HP:0003781,Excessive salivation,0.5057048201560974
C0029669,Other musculoskeletal symptoms referable to limbs, musculoskeletal symptoms referable to limbs,HP:0012638,Abnormality of nervous system physiology,0.7746277451515198
C0271468,Eustachian tube disorder,eustachian tube disorder,HP:0040115,Abnormality of the Eustachian tube,0.9225579500198364
C0027092,Myopia,,HP:0000545,Myopia,1.0
C0023976,Long QT Syndrome,long qt syndrome,HP:0001657,Prolonged QT interval,0.9990330934524536
C0270805,Hemiplegic cerebral palsy,hemiplegic cerebral palsy,HP:0100021,Cerebral palsy,0.9031126499176025
C0155840,Hypertrophy of nasal turbinates,hypertrophy of nasal turbinates,HP:0000366,Abnormality of the nose,0.7118708491325378
C0155841,Cellulitis of pharynx or nasopharynx,cellulitis of pharynx or nasopharynx,HP:0001739,Abnormality of the nasopharynx,0.7366998791694641
C0155843,Retropharyngeal Abscess,retropharyngeal abscess,,,1.0
C0155844,Pharynx or nasopharynx edema,pharynx or nasopharynx edema,,,1.0
C0155845,Pharynx or nasopharynx cyst,pharynx or nasopharynx cyst,HP:0001739,Abnormality of the nasopharynx,0.8269004821777344
C0155847,Unilateral partial vocal cord paralysis,unilateral  vocal cord paralysis,HP:0008757,Unilateral vocal cord paralysis,0.9943390488624573
C0155848,Unilateral total vocal cord paralysis,unilateral total vocal cord paralysis,HP:0008757,Unilateral vocal cord paralysis,0.703657329082489
C0155849,Bilateral partial vocal cord paralysis,bilateral  vocal cord paralysis,HP:0012820,Bilateral vocal cord paralysis,0.971785843372345
C0153066,Murray valley encephalitis,murray valley encephalitis,,,1.0
C0159120,Nonspecific abnormal results of other specified function study,nonspecific abnormal results of  specified function study,,,1.0
C0159125,Culture positive,culture positive,,,1.0
C0154421,"Bipolar I disorder, most recent episode (or current) manic, in partial or unspecified remission","bipolar disorder,  ",HP:0007302,Bipolar affective disorder,0.9980785846710205
C0154420,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior","bipolar disorder,  severe, specified as ",HP:0007302,Bipolar affective disorder,0.9569928646087646
C0154425,"Bipolar I disorder, most recent episode (or current) depressed, moderate","bipolar disorder,  moderate",HP:0007302,Bipolar affective disorder,0.8857470154762268
C0154427,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior","bipolar disorder,  severe, specified as ",HP:0007302,Bipolar affective disorder,0.9569928646087646
C0154426,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior","bipolar disorder,  severe, ",HP:0007302,Bipolar affective disorder,0.9839460253715515
C0154429,"Bipolar affective disorder, depressed, in full remission","bipolar affective disorder, in full remission",HP:0007302,Bipolar affective disorder,0.851925790309906
C0154428,"Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission","bipolar disorder,  ",HP:0007302,Bipolar affective disorder,0.9980785846710205
C0154451,"Other specified pervasive developmental disorders, current or active state"," specified pervasive developmental disorders, ",HP:0000729,Autistic behavior,0.530971348285675
C0041825,Disorder of tympanic membrane,disorder of tympanic membrane,,,1.0
C0041827,Unspecified disorders of menstruation and other abnormal bleeding from female genital tract, disorders of menstruation and  abnormal bleeding from female genital tract,HP:0012243,Abnormal genital system morphology,0.5727397203445435
C0036337,Schizoaffective Disorder,schizoaffective disorder,,,1.0
C0036339,Schizoid Personality Disorder,schizoid personality disorder,HP:0012075,Personality disorder,0.7101911306381226
C0340443,Acute pericarditis in diseases classified elsewhere,acute pericarditis in diseases classified elsewhere,HP:0001701,Pericarditis,0.7802914977073669
C0410332,Articular cartilage disorder of the pelvic region and thigh,articular cartilage disorder of the pelvic region and thigh,,,1.0
C0260812,Person awaiting admission to adequate facility elsewhere,person awaiting admission to adequate facility elsewhere,,,1.0
C0260813,Other specified reasons for unavailability of medical facilities, specified reasons for unavailability of medical facilities,,,1.0
C1456292,Drug-induced sleep disorder,drug-induced sleep disorder,HP:0002360,Sleep disturbance,0.9250310659408569
C1456296,Delirium due to conditions classified elsewhere,delirium due to conditions classified elsewhere,,,1.0
C1456297,Psychotic disorder with delusions in conditions classified elsewhere,psychotic disorder ,HP:0000716,Depression,0.5904416441917419
C1456298,Mood disorder in conditions classified elsewhere,depression in conditions classified elsewhere,HP:0000708,Behavioral abnormality,0.6340558528900146
C1456299,Anxiety disorder in conditions classified elsewhere,anxiety disorder in conditions classified elsewhere,,,1.0
C0156166,Diverticulosis of colon (without mention of haemorrhage),diverticulosis of colon (,HP:0002253,Colonic diverticula,0.9643749594688416
C0156167,Diverticulitis of colon (without mention of haemorrhage),diverticulitis of colon (,HP:0002242,Abnormality of the intestine,0.6052929759025574
C0153990,Benign neoplasm of other specified sites of skin,benign neoplasm of  specified sites of skin,HP:0008069,Neoplasm of the skin,0.7091796398162842
C0153999,Benign neoplasm of uterus,benign neoplasm of uterus,HP:0010784,Uterine neoplasm,0.972753643989563
C0157697,Cellulitis and abscess of neck,cellulitis and abscess of neck,HP:0002722,Recurrent abscess formation,0.6696516275405884
C0157696,Cellulitis and abscess of face,cellulitis and abscess of face,HP:0010771,Pilonidal abscess,0.9549317955970764
C0157695,Other cellulitis and abscess, cellulitis and abscess,HP:0002722,Recurrent abscess formation,0.6680643558502197
C0157694,Onychia and paronychia of toe,onychia and paronychia of toe,HP:0001597,Abnormality of the nail,0.624196469783783
C0157693,Cellulitis and abscess of toe,cellulitis and abscess of toe,HP:0010771,Pilonidal abscess,0.8207748532295227
C0600427,Cocaine Dependence,cocaine dependence,,,1.0
C0157691,Cellulitis and abscess of finger,cellulitis and abscess of finger,,,1.0
C0157699,Cellulitis and abscess of upper arm and forearm,cellulitis and abscess of upper arm and forearm,,,1.0
C0157698,Cellulitis and abscess of trunk,cellulitis and abscess of trunk,HP:0010771,Pilonidal abscess,0.9111720323562622
C0276774,Protozoal intestinal disease,protozoal intestinal disease,,,1.0
C0152861,Tuberculosis of peripheral lymph nodes,tuberculosis of peripheral lymph nodes,HP:0002843,Abnormality of T cells,0.5040568113327026
C0156345,Endometriosis of pelvic peritoneum,endometriosis of pelvic peritoneum,,,1.0
C0022362,Jaw Diseases,jaw diseases,,,1.0
C0496955,Neoplasm of uncertain or unknown behavior of skin,neoplasm of uncertain or unknown behavior of skin,HP:0030447,Merkel cell skin cancer,0.9447655081748962
C0017980,"Glycosuria, Renal","glycosuria, renal",HP:0003076,Glycosuria,0.9997639060020447
C0027703,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney","nephritis and nephropathy, not specified as acute or chronic, ",,,1.0
C0027702,Nephritis NEC in ICD9CM_2014,nephritis,HP:0000123,Nephritis,0.9958330988883972
C0375794,"Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance",infection ,HP:0002719,Recurrent infections,0.9188491106033325
C0375790,Infection with microorganisms without mention of resistance to multiple drugs,infection ,HP:0002719,Recurrent infections,0.9188491106033325
C0023798,Lipoma,,HP:0012032,Lipoma,1.0
C0375793,"Infection with drug-resistant microorganisms, unspecified, without mention of multiple drug resistance",infection ,HP:0002719,Recurrent infections,0.9188491106033325
C0085622,Monoplegia,monoplegia,,,1.0
C1135284,Aftercare for healing traumatic fracture of lower leg,aftercare for healing traumatic fracture of lower leg,HP:0012638,Abnormality of nervous system physiology,0.6605895757675171
C1135286,Aftercare for healing traumatic fracture of other bone,aftercare for healing traumatic fracture of  bone,,,1.0
C0161744,Otitic barotrauma,otitic barotrauma,,,1.0
C1135280,Aftercare for healing traumatic fracture of lower arm,aftercare for healing traumatic fracture of lower arm,,,1.0
C0017181,Gastrointestinal Hemorrhage,,HP:0002239,Gastrointestinal hemorrhage,1.0
C0017183,Gastrointestinal malfunction arising from mental factors,gastrointestinal malfunction ,HP:0011024,Abnormality of the gastrointestinal tract,0.9473056793212891
C0017327,Generalized atherosclerosis,generalized atherosclerosis,HP:0001626,Abnormality of the cardiovascular system,0.9230684638023376
C0476346,Feces contents abnormal,feces contents abnormal,HP:0001939,Abnormality of metabolism/homeostasis,0.9643877148628235
C1442831,Other and unspecified arthropathies, and  arthropathies,HP:0001367,Abnormal joint morphology,0.5678597688674927
C2349432,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus",migraine ,HP:0002076,Migraine,0.9906901121139526
C2349433,"Migraine with aura, with intractable migraine, so stated, without mention of status migrainosus",migraine ,HP:0002076,Migraine,0.9906901121139526
C0029858,Other testicular hypofunction, testicular hypofunction,HP:0000035,Abnormality of the testis,0.6441816091537476
C2349438,"Migraine without aura, without mention of intractable migraine without mention of status migrainosus",migraine ,HP:0002076,Migraine,0.9906901121139526
C2349439,"Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus",migraine ,HP:0002076,Migraine,0.9906901121139526
C0029855,Other symptoms involving head and neck, symptoms involving head and neck,HP:0000464,Abnormality of the neck,0.9433455467224121
C0029854,Other symptoms involving cardiovascular system, symptoms involving cardiovascular system,HP:0011025,Abnormality of cardiovascular system physiology,0.8324364423751831
C0271813,Fibrous autoimmune thyroiditis,fibrous autoimmune thyroiditis,,,1.0
C0476206,Dizziness and giddiness symptoms,dizziness and giddiness symptoms,HP:0002321,Vertigo,0.9784204363822937
C0917981,Progressive Muscular Atrophy,progressive muscular atrophy,,,1.0
C2243087,Acute hemorrhagic gastritis,acute hemorrhagic gastritis,HP:0002239,Gastrointestinal hemorrhage,0.8004993796348572
C0410693,Other curvatures of spine, curvatures of spine,HP:0000925,Abnormality of the vertebral column,0.6644214987754822
C0238074,Chronic pulmonary heart disease,chronic pulmonary heart disease,HP:0001641,Abnormality of the pulmonary valve,0.6578291058540344
C0854248,Pneumonia due to Gram negative bacteria,pneumonia due to gram negative bacteria,HP:0005420,Recurrent gram-negative bacterial infections,0.5117483735084534
C0260576,"Procreative management, unspecified","procreative management, ",,,1.0
C0234428,Disturbance of consciousness,,HP:0004372,Reduced consciousness/confusion,1.0
C0154856,Retinal lattice degeneration,,HP:0007992,Lattice retinal degeneration,1.0
C0260702,Dependence on other enabling machines,dependence on  enabling machines,,,1.0
C0431705,Other specified cystic kidney disease, specified cystic kidney disease,HP:0000107,Renal cyst,0.9073072671890259
C0155454,Recurrent cholesteatoma of postmastoidectomy cavity,recurrent cholesteatoma of postmastoidectomy cavity,HP:0011108,Recurrent sinusitis,0.7651336193084717
C0155452,Postmastoidectomy complication,postmastoidectomy complication,,,1.0
C0260808,Unspecified psychosocial circumstance, psychosocial circumstance,HP:0000708,Behavioral abnormality,0.7120679616928101
C0340589,Embolism and thrombosis of arteries of lower extremities,embolism and thrombosis of arteries of lower extremities,,,1.0
C0342981,Degenerative skin disorder,degenerative skin disorder,HP:0011354,Generalized abnormality of skin,0.8898875713348389
C0153850,"Other malignant lymphomas, lymph nodes of head, face, and neck"," malignant lymphomas, lymph nodes of head, face, and neck",HP:0012288,Neoplasm of head and neck,0.8151482939720154
C0156179,"Suppurative peritonitis, other","suppurative peritonitis, ",HP:0002586,Peritonitis,0.9781959056854248
C0238425,Hemoglobin SS disease with crisis,hemoglobin ss disease ,,,1.0
C0001541,Adjustment disorder with mixed disturbance of emotions AND conduct,adjustment disorder ,HP:0000708,Behavioral abnormality,0.6342336535453796
C0001540,Adjustment disorder with disturbance of conduct,adjustment disorder ,HP:0000708,Behavioral abnormality,0.6342336535453796
C0150045,Urge Incontinence,urge incontinence,HP:0000020,Urinary incontinence,0.9894679188728333
C0025287,Meningism,meningism,,,1.0
C0236151,Renal function tests abnormal,renal function tests abnormal,HP:0012211,Abnormal renal physiology,0.9868742823600769
C0025289,Meningitis,,HP:0001287,Meningitis,1.0
C0042341,Varicocele,,HP:0012871,Varicocele,1.0
C0152105,Hypertensive heart disease,hypertensive heart disease,HP:0001635,Congestive heart failure,0.5687996745109558
C0152459,Linear atrophy,,HP:0001065,Striae distensae,1.0
C0019919,Hordeolum externum,,HP:0010607,Hordeolum externum,1.0
C0153509,Malignant tumor of bone and articular cartilage,malignant tumor of bone and articular cartilage,,,1.0
C0026393,Molluscum Contagiosum,molluscum contagiosum,HP:0000951,Abnormality of the skin,0.6790114045143127
C0866710,Acquired hallux varus,acquired hallux varus,,,1.0
C0311223,Frozen shoulder,frozen shoulder,HP:0000765,Abnormality of the thorax,0.9130366444587708
C0343175,"Pyogenic arthritis, site unspecified","pyogenic arthritis, site ",HP:0010978,Abnormality of immune system physiology,0.5072621703147888
C0153984,Benign neoplasm of ear and external auditory canal,benign neoplasm of ear and external auditory canal,HP:0030393,Endolymphatic sac tumor,0.8131130337715149
C0028734,Nocturia,,HP:0000017,Nocturia,1.0
C0155811,Acute laryngitis and/or tracheitis,acute laryngitis and/or tracheitis,,,1.0
C0040188,Tic disorder,tic disorder,HP:0100033,Tics,0.9968780279159546
C0028738,Nystagmus,,HP:0000639,Nystagmus,1.0
C0347854,Enteritis due to rotavirus,enteritis due to rotavirus,HP:0002242,Abnormality of the intestine,0.9545197486877441
C0002018,Alexia,,HP:0010523,Alexia,1.0
C0002019,Dyslexia and alexia,dyslexia,HP:0010522,Dyslexia,0.9970736503601074
C0496899,"Benign neoplasm of brain, unspecified","benign neoplasm of brain, ",HP:0030692,Brain neoplasm,0.9647733569145203
C2911205,Long term (current) use of aspirin,long term (current) use of aspirin,,,1.0
C0042842,Vitamin A Deficiency,,HP:0004905,Vitamin A deficiency,1.0
C0496891,Benign neoplasm of male genital organ,benign neoplasm of male genital organ,,,1.0
C0496897,"Benign neoplasm of eye, unspecified","benign neoplasm of eye, ",HP:0100012,Neoplasm of the eye,0.9607888460159302
C0029560,Other conjunctivitis, conjunctivitis,HP:0000509,Conjunctivitis,0.9970077872276306
C0263687,Pyogenic arthritis involving lower leg,pyogenic arthritis involving lower leg,,,1.0
C0338930,Acute hysterical psychosis,acute hysterical psychosis,HP:0000708,Behavioral abnormality,0.8258400559425354
C0949160,Fall resulting in striking against other object,fall resulting in striking against  object,HP:0000708,Behavioral abnormality,0.8542088866233826
C0026703,Mucopolysaccharidoses,mucopolysaccharidoses,,,1.0
C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy"," epilepsy, ",HP:0001250,Seizures,0.994472324848175
C0158623,Congenital anomaly of coronary artery,,HP:0006704,Abnormality of the coronary arteries,1.0
C0158621,Congenital subaortic stenosis,congenital subaortic stenosis,,,1.0
C0160371,injury of rectum with open wound into cavity,injury of rectum ,,,1.0
C0158629,Congenital anomaly of aortic arch,congenital anomaly of aortic arch,HP:0012303,Abnormality of the aortic arch,0.8388690948486328
C2712988,Acute kidney failure with other specified pathological lesion in kidney,acute kidney failure ,HP:0001919,Acute kidney injury,0.9984495639801025
C0158407,"Periostitis, without mention of osteomyelitis, multiple sites","periostitis, ",HP:0040165,Periostitis,0.9999815225601196
C0154717,"Epilepsia partialis continua, without mention of intractable epilepsy","epilepsia is continua, ",HP:0012847,Epilepsia partialis continua,0.5476933717727661
C0158405,"Periostitis, without mention of osteomyelitis, involving lower leg","periostitis, ",HP:0040165,Periostitis,0.9999815225601196
C0154247,Other disturbances of straight-chain amino-acid metabolism, disturbances of straight-chain amino-acid metabolism,,,1.0
C0154246,"Urea Cycle Disorders, Inborn","urea cycle disorders, inborn",HP:0001939,Abnormality of metabolism/homeostasis,0.8648650646209717
C1961834,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction",chronic peptic ulcer of  site ,HP:0002242,Abnormality of the intestine,0.5759540796279907
C0041636,Umbilical hernia without mention of obstruction or gangrene,umbilical hernia ,HP:0001537,Umbilical hernia,0.9996289014816284
C2242765,Acquired spondylolisthesis,acquired spondylolisthesis,HP:0003302,Spondylolisthesis,0.9691196084022522
C0490007,Other specified hypotension, specified hypotension,HP:0002615,Hypotension,0.886917233467102
C0029640,Other impaction of intestine, impaction of intestine,HP:0002242,Abnormality of the intestine,0.9765304923057556
C0477341,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere","encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",HP:0012486,Myelitis,0.9935392737388611
C0153251,Candidiasis of lung,candidiasis of lung,,,1.0
C0007820,Cerebrovascular Disorders,cerebrovascular disorders,HP:0001297,Stroke,0.9501100182533264
C0007286,Carpal Tunnel Syndrome,carpal tunnel syndrome,HP:0009810,Abnormality of upper limb joint,0.8072543740272522
C0375133,diabetes with renal manifestations type 1 uncontrolled,diabetes ,HP:0000819,Diabetes mellitus,0.9927858114242554
C0375135,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",diabetes ,HP:0000819,Diabetes mellitus,0.9927858114242554
C0154623,Unspecified emotional disturbance of childhood or adolescence, emotional disturbance ,HP:0100851,Abnormal emotion/affect behavior,0.7592626214027405
C0154190,Post-surgical hypoinsulinemia,post-surgical hypoinsulinemia,,,1.0
C0154621,Academic underachievement disorder of childhood or adolescence,academic underachievement disorder ,HP:0001249,Intellectual disability,0.9926652312278748
C0154192,Other specified disorders of pancreatic internal secretion, specified disorders of pancreatic internal secretion,,,1.0
C0154627,hyperkinesis of childhood with developmental delay,hyperkinesis of  ,HP:0002487,Hyperkinesis,0.9958816766738892
C0154198,Iatrogenic pituitary disorder,iatrogenic pituitary disorder,HP:0012503,Abnormality of the pituitary gland,0.6201270222663879
C0154629,Other specified manifestations of hyperkinetic syndrome, specified manifestations of hyperkinetic syndrome,,,1.0
C0154628,Hyperkinetic conduct disorder of childhood,hyperkinetic oppositional defiant disorder of ,HP:0001249,Intellectual disability,0.9027745127677917
C0155865,Pneumonia in pertussis,pneumonia in pertussis,HP:0012649,Increased inflammatory response,0.5158329010009766
C0155862,Streptococcal pneumonia,streptococcal pneumonia,,,1.0
C0155860,Pneumonia due to Pseudomonas,pneumonia due to pseudomonas,,,1.0
C0477961,Other specified conditions of integument specific to fetus and newborn, specified conditions of integument specific to fetus and newborn,HP:0001197,Abnormality of prenatal development or birth,0.5105627775192261
C0155869,Pneumonia in other infectious diseases classified elsewhere,pneumonia in  infectious diseases classified elsewhere,,,1.0
C0159100,Other nonspecific abnormal results of function study of brain and central nervous system, nonspecific abnormal results of function study of brain and central nervous system,HP:0012638,Abnormality of nervous system physiology,0.556053876876831
C0159106,Oculomotor study abnormal,oculomotor study abnormal,HP:0000496,Abnormality of eye movement,0.9900498390197754
C0154998,After-cataract with vision obscured,after-cataract ,HP:0000518,Cataract,0.8017324805259705
C0154995,Toxic cataract,toxic cataract,,,1.0
C0154994,Cataract associated with other syndromes,cataract associated ,HP:0000518,Cataract,0.779978334903717
C0154996,Cataract associated with radiation and other physical influences,cataract associated ,HP:0000518,Cataract,0.779978334903717
C0154446,"Infantile autism, current or active state"," autism, ",HP:0000717,Autism,0.9959192872047424
C0154442,Other nonorganic psychoses, nonorganic psychoses,HP:0000708,Behavioral abnormality,0.7667332291603088
C0154441,Other specified paranoid states, specified paranoia,HP:0011999,Paranoia,0.9499381184577942
C0154440,Simple paranoid state,simple paranoia,HP:0011999,Paranoia,0.6596850156784058
C0149521,"Pancreatitis, Chronic",,HP:0100027,Recurrent pancreatitis,1.0
C0154449,"Disintegrative psychosis, residual state","disintegrative psychosis, ",HP:0000708,Behavioral abnormality,0.9113246202468872
C0154448,"Disintegrative psychosis, current or active state","disintegrative psychosis, ",HP:0000708,Behavioral abnormality,0.9113246202468872
C0036351,Residual schizophrenia,residual schizophrenia,HP:0100753,Schizophrenia,0.7237036824226379
C0549423,Obstructive Hydrocephalus,,HP:0010953,Noncommunicating hydrocephalus,1.0
C0008449,Congenital anomaly of cartilage,congenital anomaly of cartilage,HP:0410007,Abnormality of cartilage,0.5846930146217346
C0340464,Premature Cardiac Complex,premature cardiac complex,HP:0011675,Arrhythmia,0.5242711305618286
C0024031,Low Back Pain,,HP:0003419,Low back pain,1.0
C0158110,Contracture of joint of shoulder region,contracture of joint of shoulder region,,,1.0
C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)","inguinal hernia, ",HP:0000023,Inguinal hernia,0.9971978664398193
C0008626,Congenital chromosomal disease,congenital chromosomal disease,HP:0030680,Abnormality of cardiovascular system morphology,0.5596470236778259
C0156100,"Unilateral or unspecified inguinal hernia, with gangrene","unilateral or  inguinal hernia, ",HP:0000023,Inguinal hernia,0.7766038179397583
C0272677,Fracture of metacarpal bone,fracture of metacarpal bone,,,1.0
C0155718,Other disorders of papillary muscle, disorders of papillary muscle,HP:0003560,Muscular dystrophy,0.63844233751297
C0155711,Ill-defined descriptions and complications of heart disease,ill-defined descriptions and complications of heart disease,HP:0011025,Abnormality of cardiovascular system physiology,0.5927901864051819
C0041806,Unspecified disorder of immune mechanism, disorder of immune mechanism,HP:0010978,Abnormality of immune system physiology,0.5027108192443848
C0155717,Other ill-defined heart diseases, ill-defined heart diseases,,,1.0
C0014130,Endocrine System Diseases,endocrine system diseases,HP:0000818,Abnormality of the endocrine system,0.9970055222511292
C0159812,"Fracture of epiphysis (separation) (upper) of neck of femur, closed","fracture of epiphysis (separation) (upper) of neck of femur, closed",,,1.0
C0159811,"Fracture of unspecified intracapsular section of neck of femur, closed","fracture of  intracapsular section of neck of femur, closed",,,1.0
C0158439,Osteitis deformans in diseases classified elsewhere,osteitis deformans in diseases classified elsewhere,HP:0002797,Osteolysis,0.5503613948822021
C0276026,Haemophilus influenzae pneumonia,haemophilus influenzae pneumonia,HP:0005376,Recurrent Haemophilus influenzae infections,0.5508936643600464
C0019079,Hemoptysis,,HP:0002105,Hemoptysis,1.0
C0019073,Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site,hemophilus influenzae [h. influenzae] infection in conditions classified elsewhere and of  site,HP:0005376,Recurrent Haemophilus influenzae infections,0.5396533608436584
C0003534,Aphakia,aphakia,HP:0000517,Abnormality of the lens,0.6645607948303223
C0003537,Aphasia,,HP:0002381,Aphasia,1.0
C1135261,Other nonspecific positive culture findings, nonspecific positive culture findings,,,1.0
C0161767,Mechanical complication due to urethral indwelling catheter,mechanical complication due to urethral indwelling catheter,,,1.0
C0161760,Mechanical complication due to heart valve prosthesis,mechanical complication due to heart valve prosthesis,HP:0001627,Abnormal heart morphology,0.6534527540206909
C0039231,Tachycardia,,HP:0001649,Tachycardia,1.0
C0039236,"Tachycardia, Paroxysmal",,HP:0006688,Paroxysmal tachycardia,1.0
C0153714,Burkitt's lymphoma of intra-abdominal lymph nodes,burkitt's lymphoma of intra-abdominal lymph nodes,HP:0005531,Biphenotypic acute leukaemia,0.8051663041114807
C0274287,Effects of heat AND/OR light,effects of heat and/or light,HP:0004370,Abnormality of temperature regulation,0.715461015701294
C0206762,"Limb Deformities, Congenital","limb deformities, congenital",,,1.0
C0392549,Infantile cerebral palsy, cerebral palsy,HP:0100021,Cerebral palsy,0.9959415793418884
C0494025,Intestinal infection due to clostridium difficile,intestinal infection due to clostridium difficile,HP:0004798,Recurrent infection of the gastrointestinal tract,0.756752073764801
C0035078,Kidney Failure,kidney failure,HP:0000083,Renal insufficiency,0.8211367130279541
C0029870,Other ventral hernia without mention of obstruction or gangrene, ventral hernia ,HP:0002933,Ventral hernia,0.9991269707679749
C0029872,Other vitreous opacities, vitreous opacities,HP:0100832,Vitreous floaters,0.994503378868103
C0396041,Acute epiglottitis without obstruction,acute epiglottitis ,HP:0012649,Increased inflammatory response,0.613896906375885
C0345377,Syndactyly of toes without bone fusion,syndactyly of toes ,HP:0001770,Toe syndactyly,0.9595926403999329
C0034214,Pyogenic granuloma of skin and subcutaneous tissue,pyogenic granuloma of skin and subcutaneous tissue,HP:0005406,Recurrent bacterial skin infections,0.9349038600921631
C0034212,Pyoderma,,HP:0000999,Pyoderma,1.0
C2004369,Other specified stomach anomalies, specified stomach anomalies,HP:0002031,Abnormality of the esophagus,0.5931649208068848
C0154292,Other hemolytic anemias due to enzyme deficiency, hemolytic anemias due to enzyme deficiency,HP:0011895,Anemia due to reduced life span of red cells,0.7140139937400818
C0154290,Anemia due to protein deficiency,anemia due to protein deficiency,,,1.0
C0154296,Other specified hereditary hemolytic anemias, specified hereditary hemolytic anemias,,,1.0
C0040457,"Tooth, Supernumerary",,HP:0011069,Increased number of teeth,1.0
C0154298,Acute posthaemorrhagic anaemia,acute posthaemorrhagic anaemia,HP:0001871,Abnormality of blood and blood-forming tissues,0.5749545693397522
C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,HP:0004370,Abnormality of temperature regulation,0.75606769323349
C0030517,Parathyroid Diseases,parathyroid diseases,HP:0000828,Abnormality of the parathyroid gland,0.9712839126586914
C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,HP:0011968,Feeding difficulties,0.9906489253044128
C0028841,Ocular Hypotension,ocular hypotension,HP:0002615,Hypotension,0.8379217982292175
C0158195,"Stiffness of joint, NEC, involving unspecified site in MTHICD9_2014","stiffness of joint, nec, involving  site in mthicd9_2014",HP:0008800,Limited hip movement,0.6259567737579346
C0158194,"Pain in joint, other specified sites","pain in joint,  specified sites",,,1.0
C0158197,"Stiffness of joint, NEC, involving upper arm in MTHICD9_2014","stiffness of joint, nec, involving upper arm in mthicd9_2014",HP:0001387,Joint stiffness,0.5692465305328369
C0011880,Diabetic Ketoacidosis,,HP:0001953,Diabetic ketoacidosis,1.0
C0271342,Glaucomatous atrophy of optic disc,glaucomatous atrophy of optic disc,,,1.0
