cui,cui_name,curated_name,hpo,hpo_name
C1456297,Psychotic disorder with delusions in conditions classified elsewhere,psychotic disorder ,,
C1456298,Mood disorder in conditions classified elsewhere,depression in conditions classified elsewhere,,
C1456299,Anxiety disorder in conditions classified elsewhere,anxiety disorder in conditions classified elsewhere,,
C0156166,Diverticulosis of colon (without mention of haemorrhage),diverticulosis of colon (,,
C0156167,Diverticulitis of colon (without mention of haemorrhage),diverticulitis of colon (,,
C0153990,Benign neoplasm of other specified sites of skin,benign neoplasm of  specified sites of skin,,
C0153999,Benign neoplasm of uterus,benign neoplasm of uterus,,
C0157697,Cellulitis and abscess of neck,cellulitis and abscess of neck,,
C0157696,Cellulitis and abscess of face,cellulitis and abscess of face,,
C0157695,Other cellulitis and abscess, cellulitis and abscess,,
C0157694,Onychia and paronychia of toe,onychia and paronychia of toe,,
C0157693,Cellulitis and abscess of toe,cellulitis and abscess of toe,,
C0600427,Cocaine Dependence,cocaine dependence,,
C0157691,Cellulitis and abscess of finger,cellulitis and abscess of finger,,
C0157699,Cellulitis and abscess of upper arm and forearm,cellulitis and abscess of upper arm and forearm,,
C0157698,Cellulitis and abscess of trunk,cellulitis and abscess of trunk,,
C0276774,Protozoal intestinal disease,protozoal intestinal disease,,
C0152861,Tuberculosis of peripheral lymph nodes,tuberculosis of peripheral lymph nodes,,
C0156345,Endometriosis of pelvic peritoneum,endometriosis of pelvic peritoneum,,
C0022362,Jaw Diseases,jaw diseases,,
C0496955,Neoplasm of uncertain or unknown behavior of skin,neoplasm of uncertain or unknown behavior of skin,,
C0017980,"Glycosuria, Renal","glycosuria, renal",,
C0027703,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney","nephritis and nephropathy, not specified as acute or chronic, ",,
C0027702,Nephritis NEC in ICD9CM_2014,nephritis,,
C0375794,"Infection with drug-resistant microorganisms, unspecified, with multiple drug resistance",infection ,,
C0375790,Infection with microorganisms without mention of resistance to multiple drugs,infection ,,
C0023798,Lipoma,,HP:0012032,Lipoma
C0375793,"Infection with drug-resistant microorganisms, unspecified, without mention of multiple drug resistance",infection ,,
C0085622,Monoplegia,monoplegia,,
C1135284,Aftercare for healing traumatic fracture of lower leg,aftercare for healing traumatic fracture of lower leg,,
C1135286,Aftercare for healing traumatic fracture of other bone,aftercare for healing traumatic fracture of  bone,,
C0161744,Otitic barotrauma,otitic barotrauma,,
C1135280,Aftercare for healing traumatic fracture of lower arm,aftercare for healing traumatic fracture of lower arm,,
C0017181,Gastrointestinal Hemorrhage,,HP:0002239,Gastrointestinal hemorrhage
C0017183,Gastrointestinal malfunction arising from mental factors,gastrointestinal malfunction ,,
C0017327,Generalized atherosclerosis,generalized atherosclerosis,,
C0476346,Feces contents abnormal,feces contents abnormal,,
C1442831,Other and unspecified arthropathies, and  arthropathies,,
C2349432,"Migraine with aura, without mention of intractable migraine without mention of status migrainosus",migraine ,,
C2349433,"Migraine with aura, with intractable migraine, so stated, without mention of status migrainosus",migraine ,,
C0029858,Other testicular hypofunction, testicular hypofunction,,
C2349438,"Migraine without aura, without mention of intractable migraine without mention of status migrainosus",migraine ,,
C2349439,"Migraine without aura, with intractable migraine, so stated, without mention of status migrainosus",migraine ,,
C0029855,Other symptoms involving head and neck, symptoms involving head and neck,,
C0029854,Other symptoms involving cardiovascular system, symptoms involving cardiovascular system,,
C0271813,Fibrous autoimmune thyroiditis,fibrous autoimmune thyroiditis,,
C0476206,Dizziness and giddiness symptoms,dizziness and giddiness symptoms,,
C0917981,Progressive Muscular Atrophy,progressive muscular atrophy,,
C2243087,Acute hemorrhagic gastritis,acute hemorrhagic gastritis,,
C0410693,Other curvatures of spine, curvatures of spine,,
C0238074,Chronic pulmonary heart disease,chronic pulmonary heart disease,,
C0854248,Pneumonia due to Gram negative bacteria,pneumonia due to gram negative bacteria,,
C0260576,"Procreative management, unspecified","procreative management, ",,
C0234428,Disturbance of consciousness,,HP:0004372,Reduced consciousness/confusion
C0154856,Retinal lattice degeneration,,HP:0007992,Lattice retinal degeneration
C0260702,Dependence on other enabling machines,dependence on  enabling machines,,
C0431705,Other specified cystic kidney disease, specified cystic kidney disease,,
C0155454,Recurrent cholesteatoma of postmastoidectomy cavity,recurrent cholesteatoma of postmastoidectomy cavity,,
C0155452,Postmastoidectomy complication,postmastoidectomy complication,,
C0260808,Unspecified psychosocial circumstance, psychosocial circumstance,,
C0340589,Embolism and thrombosis of arteries of lower extremities,embolism and thrombosis of arteries of lower extremities,,
C0342981,Degenerative skin disorder,degenerative skin disorder,,
C0153850,"Other malignant lymphomas, lymph nodes of head, face, and neck"," malignant lymphomas, lymph nodes of head, face, and neck",,
C0156179,"Suppurative peritonitis, other","suppurative peritonitis, ",,
C0238425,Hemoglobin SS disease with crisis,hemoglobin ss disease ,,
C0001541,Adjustment disorder with mixed disturbance of emotions AND conduct,adjustment disorder ,,
C0001540,Adjustment disorder with disturbance of conduct,adjustment disorder ,,
C0150045,Urge Incontinence,urge incontinence,,
C0025287,Meningism,meningism,,
C0236151,Renal function tests abnormal,renal function tests abnormal,,
C0025289,Meningitis,,HP:0001287,Meningitis
C0042341,Varicocele,,HP:0012871,Varicocele
C0152105,Hypertensive heart disease,hypertensive heart disease,,
C0152459,Linear atrophy,,HP:0001065,Striae distensae
C0019919,Hordeolum externum,,HP:0010607,Hordeolum externum
C0153509,Malignant tumor of bone and articular cartilage,malignant tumor of bone and articular cartilage,,
C0026393,Molluscum Contagiosum,molluscum contagiosum,,
C0866710,Acquired hallux varus,acquired hallux varus,,
C0311223,Frozen shoulder,frozen shoulder,,
C0343175,"Pyogenic arthritis, site unspecified","pyogenic arthritis, site ",,
C0153984,Benign neoplasm of ear and external auditory canal,benign neoplasm of ear and external auditory canal,,
C0028734,Nocturia,,HP:0000017,Nocturia
C0155811,Acute laryngitis and/or tracheitis,acute laryngitis and/or tracheitis,,
C0040188,Tic disorder,tic disorder,,
C0028738,Nystagmus,,HP:0000639,Nystagmus
C0347854,Enteritis due to rotavirus,enteritis due to rotavirus,,
C0002018,Alexia,,HP:0010523,Alexia
C0002019,Dyslexia and alexia,dyslexia,,
C0496899,"Benign neoplasm of brain, unspecified","benign neoplasm of brain, ",,
C2911205,Long term (current) use of aspirin,long term (current) use of aspirin,,
C0042842,Vitamin A Deficiency,,HP:0004905,Vitamin A deficiency
C0496891,Benign neoplasm of male genital organ,benign neoplasm of male genital organ,,
C0496897,"Benign neoplasm of eye, unspecified","benign neoplasm of eye, ",,
C0029560,Other conjunctivitis, conjunctivitis,,
C0263687,Pyogenic arthritis involving lower leg,pyogenic arthritis involving lower leg,,
C0338930,Acute hysterical psychosis,acute hysterical psychosis,,
C0949160,Fall resulting in striking against other object,fall resulting in striking against  object,,
C0026703,Mucopolysaccharidoses,mucopolysaccharidoses,,
C0154713,"Partial epilepsy, with impairment of consciousness, with intractable epilepsy"," epilepsy, ",,
C0158623,Congenital anomaly of coronary artery,,HP:0006704,Abnormality of the coronary arteries
C0158621,Congenital subaortic stenosis,congenital subaortic stenosis,,
C0160371,injury of rectum with open wound into cavity,injury of rectum ,,
C0158629,Congenital anomaly of aortic arch,congenital anomaly of aortic arch,,
C2712988,Acute kidney failure with other specified pathological lesion in kidney,acute kidney failure ,,
C0158407,"Periostitis, without mention of osteomyelitis, multiple sites","periostitis, ",,
C0154717,"Epilepsia partialis continua, without mention of intractable epilepsy","epilepsia is continua, ",,
C0158405,"Periostitis, without mention of osteomyelitis, involving lower leg","periostitis, ",,
C0154247,Other disturbances of straight-chain amino-acid metabolism, disturbances of straight-chain amino-acid metabolism,,
C0154246,"Urea Cycle Disorders, Inborn","urea cycle disorders, inborn",,
C1961834,"Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction",chronic peptic ulcer of  site ,,
C0041636,Umbilical hernia without mention of obstruction or gangrene,umbilical hernia ,,
C2242765,Acquired spondylolisthesis,acquired spondylolisthesis,,
C0490007,Other specified hypotension, specified hypotension,,
C0029640,Other impaction of intestine, impaction of intestine,,
C0477341,"Encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere","encephalitis, myelitis and encephalomyelitis in viral diseases classified elsewhere",,
C0153251,Candidiasis of lung,candidiasis of lung,,
C0007820,Cerebrovascular Disorders,cerebrovascular disorders,,
C0007286,Carpal Tunnel Syndrome,carpal tunnel syndrome,,
C0375133,diabetes with renal manifestations type 1 uncontrolled,diabetes ,,
C0375135,"Diabetes with ophthalmic manifestations, type I [juvenile type], not stated as uncontrolled",diabetes ,,
C0154623,Unspecified emotional disturbance of childhood or adolescence, emotional disturbance ,,
C0154190,Post-surgical hypoinsulinemia,post-surgical hypoinsulinemia,,
C0154621,Academic underachievement disorder of childhood or adolescence,academic underachievement disorder ,,
C0154192,Other specified disorders of pancreatic internal secretion, specified disorders of pancreatic internal secretion,,
C0154627,hyperkinesis of childhood with developmental delay,hyperkinesis of  ,,
C0154198,Iatrogenic pituitary disorder,iatrogenic pituitary disorder,,
C0154629,Other specified manifestations of hyperkinetic syndrome, specified manifestations of hyperkinetic syndrome,,
C0154628,Hyperkinetic conduct disorder of childhood,hyperkinetic oppositional defiant disorder of ,,
C0155865,Pneumonia in pertussis,pneumonia in pertussis,,
C0155862,Streptococcal pneumonia,streptococcal pneumonia,,
C0155860,Pneumonia due to Pseudomonas,pneumonia due to pseudomonas,,
C0477961,Other specified conditions of integument specific to fetus and newborn, specified conditions of integument specific to fetus and newborn,,
C0155869,Pneumonia in other infectious diseases classified elsewhere,pneumonia in  infectious diseases classified elsewhere,,
C0159100,Other nonspecific abnormal results of function study of brain and central nervous system, nonspecific abnormal results of function study of brain and central nervous system,,
C0159106,Oculomotor study abnormal,oculomotor study abnormal,,
C0154998,After-cataract with vision obscured,after-cataract ,,
C0154995,Toxic cataract,toxic cataract,,
C0154994,Cataract associated with other syndromes,cataract associated ,,
C0154996,Cataract associated with radiation and other physical influences,cataract associated ,,
C0154446,"Infantile autism, current or active state"," autism, ",,
C0154442,Other nonorganic psychoses, nonorganic psychoses,,
C0154441,Other specified paranoid states, specified paranoia,,
C0154440,Simple paranoid state,simple paranoia,,
C0149521,"Pancreatitis, Chronic",,HP:0100027,Recurrent pancreatitis
C0154449,"Disintegrative psychosis, residual state","disintegrative psychosis, ",,
C0154448,"Disintegrative psychosis, current or active state","disintegrative psychosis, ",,
C0036351,Residual schizophrenia,residual schizophrenia,,
C0549423,Obstructive Hydrocephalus,,HP:0010953,Noncommunicating hydrocephalus
C0008449,Congenital anomaly of cartilage,congenital anomaly of cartilage,,
C0340464,Premature Cardiac Complex,premature cardiac complex,,
C0024031,Low Back Pain,,HP:0003419,Low back pain
C0158110,Contracture of joint of shoulder region,contracture of joint of shoulder region,,
C0156109,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)","inguinal hernia, ",,
C0008626,Congenital chromosomal disease,congenital chromosomal disease,,
C0156100,"Unilateral or unspecified inguinal hernia, with gangrene","unilateral or  inguinal hernia, ",,
C0272677,Fracture of metacarpal bone,fracture of metacarpal bone,,
C0155718,Other disorders of papillary muscle, disorders of papillary muscle,,
C0155711,Ill-defined descriptions and complications of heart disease,ill-defined descriptions and complications of heart disease,,
C0041806,Unspecified disorder of immune mechanism, disorder of immune mechanism,,
C0155717,Other ill-defined heart diseases, ill-defined heart diseases,,
C0014130,Endocrine System Diseases,endocrine system diseases,,
C0159812,"Fracture of epiphysis (separation) (upper) of neck of femur, closed","fracture of epiphysis (separation) (upper) of neck of femur, closed",,
C0159811,"Fracture of unspecified intracapsular section of neck of femur, closed","fracture of  intracapsular section of neck of femur, closed",,
C0158439,Osteitis deformans in diseases classified elsewhere,osteitis deformans in diseases classified elsewhere,,
C0276026,Haemophilus influenzae pneumonia,haemophilus influenzae pneumonia,,
C0019079,Hemoptysis,,HP:0002105,Hemoptysis
C0019073,Hemophilus influenzae [H. influenzae] infection in conditions classified elsewhere and of unspecified site,hemophilus influenzae [h. influenzae] infection in conditions classified elsewhere and of  site,,
C0003534,Aphakia,aphakia,,
C0003537,Aphasia,,HP:0002381,Aphasia
C1135261,Other nonspecific positive culture findings, nonspecific positive culture findings,,
C0161767,Mechanical complication due to urethral indwelling catheter,mechanical complication due to urethral indwelling catheter,,
C0161760,Mechanical complication due to heart valve prosthesis,mechanical complication due to heart valve prosthesis,,
C0039231,Tachycardia,,HP:0001649,Tachycardia
C0039236,"Tachycardia, Paroxysmal",,HP:0006688,Paroxysmal tachycardia
C0153714,Burkitt's lymphoma of intra-abdominal lymph nodes,burkitt's lymphoma of intra-abdominal lymph nodes,,
C0274287,Effects of heat AND/OR light,effects of heat and/or light,,
C0206762,"Limb Deformities, Congenital","limb deformities, congenital",,
C0392549,Infantile cerebral palsy, cerebral palsy,,
C0494025,Intestinal infection due to clostridium difficile,intestinal infection due to clostridium difficile,,
C0035078,Kidney Failure,kidney failure,,
C0029870,Other ventral hernia without mention of obstruction or gangrene, ventral hernia ,,
C0029872,Other vitreous opacities, vitreous opacities,,
C0396041,Acute epiglottitis without obstruction,acute epiglottitis ,,
C0345377,Syndactyly of toes without bone fusion,syndactyly of toes ,,
C0034214,Pyogenic granuloma of skin and subcutaneous tissue,pyogenic granuloma of skin and subcutaneous tissue,,
C0034212,Pyoderma,,HP:0000999,Pyoderma
C2004369,Other specified stomach anomalies, specified stomach anomalies,,
C0154292,Other hemolytic anemias due to enzyme deficiency, hemolytic anemias due to enzyme deficiency,,
C0154290,Anemia due to protein deficiency,anemia due to protein deficiency,,
C0154296,Other specified hereditary hemolytic anemias, specified hereditary hemolytic anemias,,
C0040457,"Tooth, Supernumerary",,HP:0011069,Increased number of teeth
C0154298,Acute posthaemorrhagic anaemia,acute posthaemorrhagic anaemia,,
C2349675,Fever and other physiologic disturbances of temperature regulation,fever and  physiologic disturbances of temperature regulation,,
C0030517,Parathyroid Diseases,parathyroid diseases,,
C0699815,Feeding difficulties and mismanagement,feeding difficulties and mismanagement,,
C0028841,Ocular Hypotension,ocular hypotension,,
C0158195,"Stiffness of joint, NEC, involving unspecified site in MTHICD9_2014","stiffness of joint, nec, involving  site in mthicd9_2014",,
C0158194,"Pain in joint, other specified sites","pain in joint,  specified sites",,
C0158197,"Stiffness of joint, NEC, involving upper arm in MTHICD9_2014","stiffness of joint, nec, involving upper arm in mthicd9_2014",,
C0011880,Diabetic Ketoacidosis,,HP:0001953,Diabetic ketoacidosis
C0271342,Glaucomatous atrophy of optic disc,glaucomatous atrophy of optic disc,,
C0149627,Benign tumor of penis,benign tumor of penis,,
C0154879,Disseminated chorioretinitis,disseminated chorioretinitis,,
C0154870,Focal chorioretinitis,focal chorioretinitis,,
C0020505,Hyperphagia,,HP:0002591,Polyphagia
C0409810,"Transient arthropathy, other specified sites","transient arthropathy,  specified sites",,
C0158995,Congenital anemia,congenital anemia,,
C0159750,"Fracture of unspecified part of forearm, open","fracture of  part of forearm, open",,
C0158997,Transient neonatal neutropenia (disorder),transient neonatal neutropenia (disorder),,
C0158996,Anemia of prematurity,anemia of prematurity,,
C0155471,Atrophic nonflaccid tympanic membrane,atrophic nonflaccid tympanic membrane,,
C0155470,Atrophic flaccid tympanic membrane,atrophic flaccid tympanic membrane,,
C0158993,Other transient neonatal disorders of coagulation, transient neonatal disorders of coagulation,,
C0158992,Disseminated intravascular coagulation in newborn,disseminated intravascular coagulation in newborn,,
C0158999,Unspecified hematological disorder specific to newborn, hematological disorder specific to newborn,,
C0035921,Congenital Rubella Syndrome,congenital rubella syndrome,,
C0020582,Hyphema of iris and ciliary body,hyphema of iris and ciliary body,,
C0375291,"Cerebral artery occlusion, unspecified with cerebral infarction","cerebral artery occlusion,  ",,
C1455977,aftercare following organ transplant,aftercare following organ transplant,,
C0019681,Histrionic Personality Disorder,,HP:0012077,Histrionic personality disorder
C0011334,Dental caries,,HP:0000670,Carious teeth
C0221352,Syndactyly of fingers,,HP:0006101,Finger syndactyly
C0005660,Human Bite,human bite,,
C0014306,Enophthalmos,enophthalmos,,
C0152124,"Confusion, Reactive","confusion, reactive",,
C0152430,Congenital coxa valga,congenital coxa valga,,
C0152431,Congenital coxa vara,congenital coxa vara,,
C0152432,Congenital genu varum,congenital genu varum,,
C0265122,Disorder of pericardium,disorder of pericardium,,
C0152438,Sprengel deformity,,HP:0000912,Sprengel anomaly
C0152128,Drug withdrawal syndrome,drug withdrawal syndrome,,
C0156737,"Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with mention of postpartum complication"," renal disease in pregnancy, ",,
C0040213,Tietze's Syndrome,tietze's syndrome,,
C0156014,"Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction",chronic duodenal ulcer ,,
C0022578,Keratoconus,,HP:0000563,Keratoconus
C0478080,Other congenital malformations of musculoskeletal system, congenital malformations of musculoskeletal system,,
C0022570,"Keratitis, Dendritic","keratitis, dendritic",,
C0022573,Keratoconjunctivitis,,HP:0001096,Keratoconjunctivitis
C0859831,Other specified diseases due to viruses, specified diseases due to viruses,,
C0348494,Other hyperlipidemia, hyperlipidemia,,
C0013654,Educational circumstances,educational circumstances,,
C0153521,"Malignant neoplasm of connective and other soft tissue of upper limb, including shoulder","malignant neoplasm of connective and  soft tissue of upper limb, including shoulder",,
C0153520,"Malignant neoplasm of connective and other soft tissue of head, face, and neck","malignant neoplasm of connective and  soft tissue of head, face, and neck",,
C0520679,"Sleep Apnea, Obstructive",,HP:0002870,Obstructive sleep apnea
C0158609,Other bulbus cordis anomalies and anomalies of cardiac septal closure, bulbus cordis anomalies and anomalies of cardiac septal closure,,
C0158608,Other transposition of great vessels, transposition of great vessels,,
C0158606,Bulbus cordis anomalies and anomalies of cardiac septal closure,bulbus cordis anomalies and anomalies of cardiac septal closure,,
C0160392,Injury of liver without open wound into abdominal cavity,injury of liver ,,
C0160393,"Injury to liver without mention of open wound into cavity, hematoma and contusion",injury to liver ,,
C0160394,"Laceration of liver, minor, without mention of open wound into cavity","laceration of liver, minor, ",,
C0160396,"Laceration of liver, major, without mention of open wound into cavity","laceration of liver, major, ",,
C0700501,Congenital nystagmus,,HP:0006934,Congenital nystagmus
C0029403,Osteitis deformans without mention of bone tumour,osteitis deformans ,,
C0432520,Malignant tumour of vermilion border of lower lip,malignant tumour of vermilion border of lower lip,,
C0490022,Peripheral stem cells replaced by transplant,peripheral stem cells replaced by transplant,,
C0490023,Other specified organ or tissue replaced by transplant, specified organ or tissue replaced by transplant,,
C0003079,Anisocoria,,HP:0009916,Anisocoria
C0160827,"Other and unspecified superficial injury of face, neck, and scalp, without mention of infection"," and  superficial injury of face, neck, and scalp, ",,
C0160824,"Insect bite, nonvenomous of face, neck, and scalp except eye, infected","insect bite, nonvenomous of face, neck, and scalp except eye, infected",,
C0003076,Aniridia,,HP:0000526,Aniridia
C0160823,"Insect bite, nonvenomous of face, neck, and scalp except eye, without mention of infection","insect bite, nonvenomous of face, neck, and scalp except eye, ",,
C0273869,Nonvenomous insect bite of finger without infection,nonvenomous insect bite of finger ,,
C0432018,Other anomalies of toes, anomalies of toes,,
C0006131,Branchioma,,HP:0009796,Branchial cyst
C0868743,"Derangement of meniscus, NEC in ICD9CM_2014","derangement of meniscus,",,
C0152972,Pseudomonal sepsis,pseudomonal sepsis,,
C0375116,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",diabetes mellitus ,,
C0375117,"Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled",diabetes ,,
C0375114,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",diabetes mellitus ,,
C0375115,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",diabetes mellitus ,,
C0375113,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",diabetes mellitus ,,
C0375110,"Neoplasm of uncertain behaviour, site unspecified","neoplasm of uncertain behaviour, site ",,
C0375111,"Neoplasm of unspecified nature, site unspecified","neoplasm of  nature, site ",,
C0154601,"Undersocialized conduct disorder, aggressive type, moderate","undersocialized oppositional defiant disorder, aggressive type, moderate",,
C0154600,"Undersocialized conduct disorder, aggressive type, mild","undersocialized oppositional defiant disorder, aggressive type, mild",,
C0154602,"Undersocialized conduct disorder, aggressive type, severe","undersocialized oppositional defiant disorder, aggressive type, severe",,
C0375118,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",diabetes ,,
C0497552,Congenital neurologic anomalies,,HP:0000707,Abnormality of the nervous system
C0236780,Mixed bipolar I disorder,mixed bipolar disorder,,
C0034152,Henoch-Schoenlein Purpura,henoch-schoenlein purpura,,
C0021933,Intussusception,,HP:0002576,Intussusception
C0341863,Polymenorrhagia,polymenorrhagia,,
C0339666,Nystagmus and other irregular eye movements,nystagmus and  irregular eye movements,,
C0261747,Exposure to infra-red radiation from heaters and lamps,exposure to infra-red radiation from heaters and lamps,,
C0004096,Asthma,,HP:0002099,Asthma
C0030232,Pallor,,HP:0000980,Pallor
C0024586,Malignant Carcinoid Syndrome,malignant carcinoid syndrome,,
C1261276,Congenital unilateral subluxation of hip,congenital unilateral subluxation of hip,,
C1442861,Black eye,black eye,,
C0854530,Infection by human herpesvirus 6,infection by human herpesvirus 6,,
C0155808,Other acute sinusitis, acute sinusitis,,
C0155804,Acute maxillary sinusitis,acute maxillary sinusitis,,
C0007773,Cerebral arteritis,cerebral arteritis,,
C0158382,Chronic osteomyelitis involving upper arm,chronic osteomyelitis involving upper arm,,
C0155807,Acute sphenoidal sinusitis,acute sphenoidal sinusitis,,
C0158386,Chronic osteomyelitis involving lower leg,chronic osteomyelitis involving lower leg,,
C0155803,Other specified disorders of circulatory system, specified disorders of circulatory system,,
C0403696,Urethral stricture due to infection,urethral stricture due to infection,,
C2911051,"Body mass index (BMI) 30.0-30.9, adult","body mass index (bmi) 30.0-30.9, ",,
C0038363,Aphthous Stomatitis,aphthous stomatitis,,
C0153951,"Benign neoplasm of middle ear, nasal cavity and accessory sinuses","benign neoplasm of middle ear, nasal cavity and accessory sinuses",,
C0153952,Benign neoplasm of larynx,benign neoplasm of larynx,,
C0153953,Benign neoplasm of trachea,benign neoplasm of trachea,,
C0153957,benign neoplasm of heart,benign neoplasm of heart,,
C0019275,Hernia of unspecified site without mention of obstruction or gangrene,hernia of  site ,,
C0019572,Hirsutism,,HP:0001007,Hirsutism
C0155734,Atherosclerosis of renal artery,atherosclerosis of renal artery,,
C0155730,Nonruptured cerebral aneurysm,nonruptured cerebral aneurysm,,
C0273529,Injury of nerves at shoulder and upper arm level,injury of nerves at shoulder and upper arm level,,
C0159838,"Fracture of lower end of femur, unspecified part, closed","fracture of lower end of femur,  part, closed",,
C0156386,Stricture or atresia of the vagina,stricture or atresia of the vagina,,
C0156387,Tight hymenal ring,tight hymenal ring,,
C0156383,Noninflammatory disorder of the vagina,noninflammatory disorder of the vagina,,
C0161166,Blisters with epidermal loss due to burn [second degree] of unspecified site of upper limb,blisters ,,
C0161167,Blisters with epidermal loss due to burn (second degree) of forearm,blisters ,,
C0496912,Neoplasm of uncertain or unknown behavior of larynx,neoplasm of uncertain or unknown behavior of larynx,,
C0032272,Pneumococcus infection in conditions classified elsewhere and of unspecified site,pneumococcus infection in conditions classified elsewhere and of  site,,
C0376129,"Quadriplegia, C1-C4, complete","quadriplegia, c1-c4, complete",,
C0014116,Endocardial Cushion Defects,endocardial cushion defects,,
C0014117,Endocardial Fibroelastosis,,HP:0001706,Endocardial fibroelastosis
C0153775,Hodgkin's disease mixed cellularity stage III,hodgkin's disease mixed cellularity stage iii,,
C0040028,"Thrombocythemia, Essential","thrombocythemia, essential",,
C0042974,von Willebrand Disease,von willebrand disease,,
C0476389,Brain and central nervous system abnormal function study,brain and central nervous system abnormal function study,,
C2349478,"Other forms of migraine, with intractable migraine, so stated, without mention of status migrainosus"," forms of migraine, ",,
C0600327,Toxic Shock Syndrome,toxic shock syndrome,,
C0030756,Lice Infestations,lice infestations,,
C0030757,Pediculus capitis infestation,pediculus capitis infestation,,
C0030758,Body louse infestation,body louse infestation,,
C0270183,Hemorrhage of newborn,hemorrhage of newborn,,
C0260602,"Single liveborn, born in hospital, delivered without mention of cesarean section","single liveborn, born in hospital, delivered ",,
C0009354,Closed Colles' fracture,closed colles' fracture,,
C0151731,Hepatic infarction,hepatic infarction,,
C0374982,"Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified","streptococcus infection in conditions classified elsewhere and of  site, streptococcus, ",,
C0374983,Group A Streptococcus infection in conditions classified elsewhere and of unspecified site,group a streptococcus infection in conditions classified elsewhere and of  site,,
C0374987,Group G Streptococcus infection in conditions classified elsewhere and of unspecified site,group g streptococcus infection in conditions classified elsewhere and of  site,,
C0374984,Group B Streptococcus infection in conditions classified elsewhere and of unspecified site,group b streptococcus infection in conditions classified elsewhere and of  site,,
C0374988,Other Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus infection in conditions classified elsewhere and of  site,,
C0374989,Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus infection in conditions classified elsewhere and of  site,,
C0427055,Facial Paresis,facial paresis,,
C0030569,Secondary Parkinson Disease,secondary parkinson disease,,
C0154814,Old partial retinal detachment,old  retinal detachment,,
C0154815,"Old retinal detachment, total or subtotal","old retinal detachment, total or subtotal",,
C0263819,Recurrent dislocation of lower leg joint,recurrent dislocation of lower leg joint,,
C0431741,Malformation of urachus,malformation of urachus,,
C0085109,Corneal Neovascularization,,HP:0011496,Corneal neovascularization
C0037763,Spasm,spasm,,
C0041300,tuberculosis of other organs,tuberculosis of  organs,,
C0037769,West Syndrome,west syndrome,,
C0341677,Impaired renal function disorder,impaired renal function disorder,,
C0039614,Tetanus,tetanus,,
C0020217,Hydatidiform Mole,hydatidiform mole,,
C0751057,"Seizure, Febrile, Complex",,HP:0011172,Complex febrile seizures
C1281794,Current tear of lateral cartilage AND/OR meniscus of knee,current tear of lateral cartilage and/or meniscus of knee,,
C0152419,Interrupted aortic arch,,HP:0011611,Interrupted aortic arch
C0152413,Pneumonia due to respiratory syncytial virus,pneumonia due to respiratory syncytial virus,,
C0750903,"Amblyopia, Suppression","amblyopia, suppression",,
C0152416,Congenital web of larynx,congenital web of larynx,,
C0152417,Congenital stenosis of aortic valve,congenital stenosis of aortic valve,,
C0152415,Ankyloglossia,,HP:0010296,Ankyloglossia
C0375724,"Other complications affecting other specified body systems, NEC in ICD9CM"," complications affecting  specified body systems,",,
C0434599,Closed traumatic dislocation elbow joint,closed traumatic dislocation elbow joint,,
C1719410,Epilepsy and recurrent seizures,epilepsy and recurrent seizures,,
C0375720,"Complications of transplanted organ, unspecified site","complications of transplanted organ,  site",,
C0339418,Other macular scars, macular scars,,
C1456132,Primary focal hyperhidrosis,primary focal hyperhidrosis,,
C1456131,obstructive chronic bronchitis with acute bronchitis,obstructive chronic bronchitis ,,
C0178298,Skin and subcutaneous tissue disorders,skin and subcutaneous tissue disorders,,
C1456139,Pressure ulcer of upper back,pressure ulcer of upper back,,
C0347894,"Neuralgia, neuritis, and radiculitis, unspecified","neuralgia, neuritis, and radiculitis, ",,
C0161398,Optic Nerve Injuries,optic nerve injuries,,
C0014852,Esophageal Diseases,esophageal diseases,,
C0026686,Mucocele of salivary gland,mucocele of salivary gland,,
C0269685,"Drug dependence in mother complicating pregnancy, childbirth AND/OR puerperium","drug dependence in m complicating pregnancy, childbirth and/or puerperium",,
C0014858,Esophageal motility disorders,esophageal motility disorders,,
C0685874,Congenital abnormal shape of inner ear,congenital abnormal shape of inner ear,,
C0156719,"Early onset of delivery, delivered, with or without mention of antepartum condition","early onset of delivery, delivered, ",,
C0005937,Bone Cysts,,HP:0012062,Bone cyst
C0156247,Small kidney,small kidney,,
C0156246,Bilateral small kidney,bilateral small kidney,,
