cui,cui_name,curated_name,hpo,hpo_name
C0159747,Closed fracture of unspecified part of radius with ulna,closed fracture of  part of radius ,,
C0159745,Other open fractures of distal end of radius (alone), open fractures of distal end of radius (alone),,
C0159748,Closed fracture of unspecified part of forearm,closed fracture of  part of forearm,,
C0476365,Nonspecific abnormal findings on radiological and other examination of lung field,nonspecific abnormal findings on radiological and  examination of lung field,,
C0949169,Striking against or struck accidentally by objects or persons in sports,striking against or struck accidentally by objects or persons in sports,,
C0261246,"Other accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered"," accidental submersion or drowning in water transport accident injuring occupant of small boat, unpowered",,
C0261133,Motor vehicle traffic accident of unspecified nature injuring unspecified person,motor vehicle traffic accident of  nature injuring  person,,
C0161519,Poisoning by antiallergic and antiemetic drugs,poisoning by antiallergic and antiemetic drugs,,
C0161517,Poisoning by other and unspecified hormones and synthetic substitutes Poisoning by other and unspecified hormones and synthetic substitutes,poisoning by  and  hormones and synthetic substitutes poisoning by  and  hormones and synthetic substitutes,,
C0273260,"Open wound of nose, uncomplicated","open wound of nose, uncomplicated",,
C0273268,"Open wound of forehead, uncomplicated","open wound of forehead, uncomplicated",,
C0496709,Family history of blindness and visual loss,family history of blindness and visual loss,,
C0160174,"Cerebellar or brain stem contusion with open intracranial wound, unspecified state of consciousness",cerebellar or brain stem contusion ,,
C1955577,Family history of other endocrine and metabolic diseases,family history of  endocrine and metabolic diseases,,
C1955570,"Encounter due to personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits","encounter due to personal history of transient ischemic attack (tia), and cerebral infarction ",,
C0490027,Encounter due to acquired absence of intestine (large) (small),encounter due to acquired absence of intestine (large) (small),,
C0490024,Encounter due to cataract extraction status,encounter due to cataract extraction status,,
C0490025,Other states following surgery of eye and adnexa, states following surgery of eye and adnexa,,
C0490028,Fitting and adjustment of cerebral ventricular (communicating) shunt,fitting and adjustment of cerebral ventricular (communicating) shunt,,
C0490029,Fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord),fitting and adjustment of neuropacemaker (brain) (peripheral nerve) (spinal cord),,
C0160820,"Abrasion or friction burn of face, neck, and scalp except eye, infected","abrasion or friction burn of face, neck, and scalp except eye, infected",,
C0261741,Accident caused by domestic wiring and appliances,accident caused by domestic wiring and appliances,,
C0159555,Closed fracture of sacrum and coccyx without mention of spinal cord injury,closed fracture of sacrum and coccyx ,,
C0273867,Abrasion and/or friction burn of finger without infection,abrasion and/or friction burn of finger ,,
C0159550,Multiple open fractures of cervical vertebrae,multiple open fractures of cervical vertebrae,,
C0159551,Closed fracture of dorsal [thoracic] vertebra without mention of spinal cord injury,closed fracture of dorsal [thoracic] vertebra ,,
C0260439,Personal history of lymphoid leukemia,personal history of lymphoid leukemia,,
C0260430,Encounter due to personal history of malignant neoplasm of testis,encounter due to personal history of malignant neoplasm of testis,,
C0260435,Personal history of malignant neoplasm of kidney,personal history of malignant neoplasm of kidney,,
C0261520,"Accidental cut, puncture, perforation or hemorrhage during other specified medical care","accidental cut, puncture, perforation or hemorrhage during  specified medical care",,
C0159168,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",closed fracture of vault of skull ,,
C0159160,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",closed fracture of vault of skull ,,
C2910614,Encounter for screening for lipoid disorders,encounter for screening for lipoid disorders,,
C0375800,Personal history of venous thrombosis and embolism,personal history of venous thrombosis and embolism,,
C0375802,Personal history of other diseases of circulatory system,personal history of  diseases of circulatory system,,
C0375804,Personal history of colonic polyps,personal history of colonic polyps,,
C0375805,Personal history of other digestive system disease,personal history of  digestive system disease,,
C0375806,Personal history of urinary calculi,personal history of urinary calculi,,
C0375807,Personal history of other specified urinary system disorders,personal history of  specified urinary system disorders,,
C0155732,Late effects of cerebrovascular disease,late effects of cerebrovascular disease,,
C0159833,Closed fracture of shaft of femur,closed fracture of shaft of femur,,
C0432869,"Abrasion or friction burn of foot and toe(s), without mention of infection","abrasion or friction burn of foot and toe(s), ",,
C1135248,weeks of gestation 37 or more,weeks of gestation 37 or more,,
C1135241,Weeks pregnant,weeks pregnant,,
C1135243,27-28 weeks of gestation completed,27-28 weeks of gestation completed,,
C1135242,25-26 weeks of gestation completed,25-26 weeks of gestation completed,,
C1135245,31-32 weeks of gestation completed,31-32 weeks of gestation completed,,
C1135247,35-36 weeks of gestation completed,35-36 weeks of gestation completed,,
C0160805,Late effect of internal injury to other internal organs,late effect of internal injury to  internal organs,,
C0161701,Toxic effect of other lead compounds,toxic effect of  lead compounds,,
C0159763,Closed fracture of other bone of wrist,closed fracture of  bone of wrist,,
C0555330,Closed fracture of lower end of humerus,closed fracture of lower end of humerus,,
C0332686,First degree burn,first degree burn,,
C1535481,Accidental poisoning from berries and seeds,accidental poisoning from berries and seeds,,
C0161578,Poisoning by antidepressant,poisoning by antidepressant,,
C0262045,"Poisoning by other specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted","poisoning by  specified drugs and medicinal substances, undetermined whether accidentally or purposely inflicted",,
C0375725,hemorrhage complicating procedure,hemorrhage complicating procedure,,
C0375726,Hematoma complicating a procedure,hematoma complicating a procedure,,
C0270823,Petit mal status,petit mal status,,
C0261503,Accidental poisoning by carbon monoxide,accidental poisoning by carbon monoxide,,
C0025427,Mercury Poisoning,mercury poisoning,,
C0160621,Open wound of finger with complication,open wound of finger ,,
C0160622,Open wound of finger with tendon involvement,open wound of finger ,,
C0160623,"Multiple and unspecified open wound of upper limb, without mention of complication","multiple and  open wound of upper limb, ",,
C1955594,Other toe(s) amputation status, toe(s) amputation status,,
C0160841,"Abrasion or friction burn of shoulder and upper arm, without mention of infection","abrasion or friction burn of shoulder and upper arm, ",,
C0159537,Closed fracture of fifth cervical vertebra,closed fracture of fifth cervical vertebra,,
C0261899,Other diuretics causing adverse effects in therapeutic use, diuretics causing adverse effects in therapeutic use,,
C0261892,Other specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use, specified agents primarily affecting the gastro-intestinal system causing adverse effects in therapeutic use,,
C0868767,Posttraumatic wound infection NEC in ICD9CM_2014,posttraumatic wound infection,,
C0260417,Personal history of malignant neoplasm of other respiratory and intrathoracic organs,personal history of malignant neoplasm of  respiratory and intrathoracic organs,,
C0260415,Personal history of malignant neoplasm of bronchus and lung,personal history of malignant neoplasm of bronchus and lung,,
C0260399,Encounter due to need for prophylactic immunotherapy,encounter due to need for prophylactic immunapy,,
C0154663,Late effects of intracranial abscess or pyogenic infection,late effects of intracranial abscess or pyogenic infection,,
C0412870,Parasympatholytic and spasmolytic poisoning,parasympatholytic and spasmolytic poisoning,,
C0159141,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness",closed fracture of vault of skull ,,
C0375824,"Encounter for surveillance of contraceptives, unspecified","encounter for surveillance of contraceptives, ",,
C0416598,Accidental poisoning by antirheumatic,accidental poisoning by antirheumatic,,
C0159854,Closed fracture of upper end of tibia,closed fracture of upper end of tibia,,
C0159858,Open fracture of upper end of tibia,open fracture of upper end of tibia,,
C0362065,Encounter due to sterilization,encounter due to sterilization,,
C0362068,Encounter due to menstrual extraction,encounter due to menstrual extraction,,
C0161493,Poisoning by antineoplastic antibiotic,poisoning by antineoplastic antibiotic,,
C0375772,Need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza,need for prophylactic vaccination and inoculation against streptococcus pneumoniae [pneumococcus] and influenza,,
C0375770,Need for prophylactic vaccination and inoculation against varicella,need for prophylactic vaccination and inoculation against varicella,,
C0375771,Need for prophylactic vaccination and inoculation against tetanus-diphtheria [Td] (DT),need for prophylactic vaccination and inoculation against tetanus-diphtheria [td] (dt),,
C0161726,Toxic effect of hydrocyanic acid and cyanides,toxic effect of hydrocyanic acid and cyanides,,
C0161725,"Toxic effect of other substances, chiefly nonmedicinal as to source","toxic effect of  substances, chiefly nonmedicinal as to source",,
C0159702,Other closed fracture of lower end of humerus, closed fracture of lower end of humerus,,
C0160459,Open wound of ocular adnexa,open wound of ocular adnexa,,
C0840880,"Other complications due to nervous system device, implant or graft"," complications due to nervous system device, implant or graft",,
C0274133,Second degree burn of wrist AND/OR hand,second degree burn of wrist and/or hand,,
C1963707,Family history of other cardiovascular diseases NEC in ICD9CM,family history of  cardiovascular diseases,,
C1963706,Family history of other cardiovascular diseases in ICD9CM,family history of  cardiovascular diseases in icd9cm,,
C0161555,Poisoning by other and unspecified anticonvulsants,poisoning by  and  anticonvulsants,,
C0161553,poisoning by hydantoin derivative,poisoning by hydantoin derivative,,
C0161558,Poisoning by barbiturate,poisoning by barbiturate,,
C0160606,"Open wound of wrist, without mention of complication","open wound of wrist, ",,
C0160604,Open wound of forearm,open wound of forearm,,
C0160605,Open wound of elbow,open wound of elbow,,
C0160608,Open wound of forearm with complication,open wound of forearm ,,
C0160609,Open wound of elbow with complication,open wound of elbow ,,
C0272576,Closed fracture of pelvis,closed fracture of pelvis,,
C0274161,Burn of ankle,burn of ankle,,
C1961116,Encounter due to personal history of sudden cardiac arrest,encounter due to personal history of sudden cardiac arrest,,
C0261919,Eye anti-infectives and other eye drugs causing adverse effects in therapeutic use,eye anti-infectives and  eye drugs causing adverse effects in therapeutic use,,
C0261914,Local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use,local anti-infectives and anti-inflammatory drugs causing adverse effects in therapeutic use,,
C0160869,"Superficial foreign body (splinter) of hand(s) except finger(s) alone, without major open wound and without mention of infection","superficial foreign body (splinter) of hand(s) except finger(s) alone, ",,
C0160863,"Abrasion or friction burn of hand(s) except finger(s) alone, without mention of infection","abrasion or friction burn of hand(s) except finger(s) alone, ",,
C2939443,Contusion of globe of eye,contusion of globe of eye,,
C0261871,Sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,sympatholytics [antiadrenergics] causing adverse effects in therapeutic use,,
C0261870,Sympathomimetics [adrenergics] causing adverse effects in therapeutic use,sympathomimetics [adrenergics] causing adverse effects in therapeutic use,,
C0261875,Cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use,cardiotonic glycosides and drugs of similar action causing adverse effects in therapeutic use,,
C0261874,Cardiac rhythm regulators causing adverse effects in therapeutic use,cardiac rhythm regulators causing adverse effects in therapeutic use,,
C0700232,Personal history of other (corrected) congenital malformations,personal history of  (corrected) congenital malformations,,
C0260475,Encounter due to personal history of other genital system and obstetric disorders,encounter due to personal history of  genital system and obstetric disorders,,
C0260476,Personal history of diseases of the skin and subcutaneous tissue,personal history of diseases of the skin and subcutaneous tissue,,
C0260477,Personal history of arthritis,personal history of arthritis,,
C0260470,Personal history of diseases of the respiratory system,personal history of diseases of the respiratory system,,
C0260473,Personal history of unspecified urinary disorder,personal history of  urinary disorder,,
C0260478,Encounter due to personal history of other musculoskeletal disorders,encounter due to personal history of  musculoskeletal disorders,,
C0260866,Encounter due to observation for suspected malignant neoplasm,encounter due to observation for suspected malignant neoplasm,,
C0159870,Closed fracture of tibia,closed fracture of tibia,,
C0375846,Unspecified cardiac device in situ, cardiac device in situ,,
C0375848,Other specified cardiac device in situ, specified cardiac device in situ,,
C0435522,Closed fracture of acromial end of clavicle,closed fracture of acromial end of clavicle,,
C0435521,Closed fracture of sternal end of clavicle,closed fracture of sternal end of clavicle,,
C0677548,Encounter due to puberty,encounter due to puberty,,
C0375718,Mechanical complication of automatic implantable cardiac defibrillator,mechanical complication of automatic implantable cardiac defibrillator,,
C1135208,Vertigo as late effect of cerebrovascular disease,vertigo as late effect of cerebrovascular disease,,
C0159875,Open fracture of unspecified part of fibula,open fracture of  part of fibula,,
C0159876,Open fracture of unspecified part of fibula with tibia,open fracture of  part of fibula ,,
C0159871,Closed fracture of unspecified part of fibula,closed fracture of  part of fibula,,
C0159725,Other and unspecified open fractures of proximal end of ulna (alone), and  open fractures of proximal end of ulna (alone),,
C0159720,Open fracture of upper end of radius AND ulna,open fracture of upper end of radius and ulna,,
C0160475,Open wound of ear,open wound of ear,,
C0018812,Health status influenced by heart transplant,health status influenced by heart transplant,,
C0261121,Other noncollision motor vehicle traffic accident injuring pedestrian, noncollision motor vehicle traffic accident injuring pedestrian,,
C0154589,Other adjustment reactions with predominant disturbance of other emotions, adjustment reactions ,,
C0261115,Other noncollision motor vehicle traffic accident injuring passenger in motor vehicle other than motorcycle, noncollision motor vehicle traffic accident injuring passenger in motor vehicle  than motorcycle,,
C0261117,Other noncollision motor vehicle traffic accident injuring passenger on motorcycle, noncollision motor vehicle traffic accident injuring passenger on motorcycle,,
C0154583,Prolonged depressive adjustment reaction,prolonged depressive adjustment reaction,,
C0154581,Mixed disorders as reaction to stress,mixed disorders as reaction to stress,,
C0154584,Adjustment reaction with predominant disturbance of other emotions,adjustment reaction ,,
C2911178,Encounter for long-term (current) use of anticoagulants,encounter for long-term (current) use of anticoagulants,,
C0413443,Adverse reaction to penicillins,adverse reaction to penicillins,,
C0272770,Open fracture of ankle,open fracture of ankle,,
C0272776,Closed fracture of unspecified bone(s) of foot [except toes],closed fracture of  bone(s) of foot [except toes],,
C0160661,"Multiple and unspecified open wound of lower limb, with tendon involvement","multiple and  open wound of lower limb, ",,
C0161829,Accidental puncture AND/OR laceration during a procedure,accidental puncture and/or laceration during a procedure,,
C0160089,"Sprain, ankle joint, medial","sprain, ankle joint, medial",,
C0160081,Sprain of medial collateral ligament of knee,sprain of medial collateral ligament of knee,,
C0160082,Sprain of cruciate ligament of knee,sprain of cruciate ligament of knee,,
C0160084,Sprains and strains of other specified sites of knee and leg,sprains and strains of  specified sites of knee and leg,,
C0160085,Sprains and strains of unspecified site of knee and leg,sprains and strains of  site of knee and leg,,
C0160086,Sprains and strains of ankle and foot,sprains and strains of ankle and foot,,
C0160087,Ankle Sprains,ankle sprains,,
C0261930,Other drugs and medicinal substances causing adverse effects in therapeutic use, drugs and medicinal substances causing adverse effects in therapeutic use,,
C0274323,"Mechanical complication of cardiac device, implant AND/OR graft","mechanical complication of cardiac device, implant and/or graft",,
C0160880,"Superficial foreign body (splinter) of finger(s), without major open wound and without mention of infection","superficial foreign body (splinter) of finger(s), ",,
C0160881,"Superficial foreign body (splinter) of finger(s), without major open wound, infected","superficial foreign body (splinter) of finger(s), ",,
C0160885,"Abrasion or friction burn of hip, thigh, leg, and ankle, without mention of infection","abrasion or friction burn of hip, thigh, leg, and ankle, ",,
C0160886,"Abrasion or friction burn of hip, thigh, leg, and ankle, infected","abrasion or friction burn of hip, thigh, leg, and ankle, infected",,
C0261859,Psychostimulants causing adverse effects in therapeutic use,psychostimulants causing adverse effects in therapeutic use,,
C0877841,"Personal history of allergy, other than to medicinal agents, presenting hazards to health","personal history of allergy,  than to medicinal agents, presenting hazards to health",,
C0877845,"Screening for other and unspecified endocrine, nutritional, metabolic, and immunity disorders","screening for  and  endocrine, nutritional, metabolic, and immunity disorders",,
C0261853,Phenothiazine-based tranquilizers causing adverse effects in therapeutic use,phenothiazine-based tranquilizers causing adverse effects in therapeutic use,,
C0261852,Antidepressants causing adverse effects in therapeutic use,antidepressants causing adverse effects in therapeutic use,,
C0261855,"Other antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use"," antipsychotics, neuroleptics, and major tranquilizers causing adverse effects in therapeutic use",,
C0261854,Butyrophenone-based tranquilizers causing adverse effects in therapeutic use,butyrophenone-based tranquilizers causing adverse effects in therapeutic use,,
C0261856,Benzodiazepine-based tranquilizers causing adverse effects in therapeutic use,benzodiazepine-based tranquilizers causing adverse effects in therapeutic use,,
C0261589,"Kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","kidney dialysis as the cause of abnormal reaction of the patient, or of later complication, ",,
C0261588,"Cardiac catheterisation as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure","cardiac catheterisation as the cause of abnormal reaction of the patient, or of later complication, ",,
C0040750,Encounter due to bone transplant status,encounter due to bone transplant status,,
C0261585,"Other specified surgical operations and procedures causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"," specified surgical operations and procedures causing abnormal patient reaction, or later complication, ",,
C0261584,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation","removal of  organ () (total) causing abnormal patient reaction, or later complication, ",,
C0261580,"Surgical operation with anastomosis, bypass, or graft, with natural or artificial tissues used as implant causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation",surgical operation ,,
C0270202,Hemolytic disease of fetus OR newborn due to ABO immunization,hemolytic disease of fetus or newborn due to abo immunization,,
C0730554,History of physical abuse,history of physical abuse,,
C0730556,History of emotional abuse,history of emotional abuse,,
C2921372,Encounter due to personal history of urinary (tract) infection(s),encounter due to personal history of urinary (tract) infection(s),,
C0260452,Personal history of malignant neoplasm of other parts of nervous system,personal history of malignant neoplasm of  parts of nervous system,,
C0260450,Personal history of malignant neoplasm of eye,personal history of malignant neoplasm of eye,,
C0260451,Personal history of malignant neoplasm of brain,personal history of malignant neoplasm of brain,,
C0260454,Personal history of malignant neoplasm of other endocrine glands and related structures,personal history of malignant neoplasm of  endocrine glands and related structures,,
C0481850,Observation for other specified suspected conditions,observation for  specified suspected conditions,,
C0041887,Sprain and strain of unspecified site,sprain and strain of  site,,
C0375868,Other specified aftercare following surgery, specified aftercare following surgery,,
C0375862,Fitting and adjustment of other cardiac device,fitting and adjustment of  cardiac device,,
C0159092,"Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum","nonspecific (abnormal) findings on radiological and  examination of abdominal area, including retroperitoneum",,
C0159090,Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract,nonspecific (abnormal) findings on radiological and  examination of gastrointestinal tract,,
C0375732,Non-healing surgical wound (disorder),non-healing surgical wound (disorder),,
C0375736,Accidental fall from other furniture,accidental fall from  furniture,,
C0375735,Accidental fall on or from sidewalk curb,accidental fall on or from sidewalk curb,,
C0159892,Closed fracture of talus,closed fracture of talus,,
C0159890,Other closed fracture of tarsal and metatarsal bones, closed fracture of tarsal and metatarsal bones,,
C0348089,Encounter due to high-risk sexual behavior,encounter due to high-risk sexual behavior,,
C1719666,"Unspecified adverse effect of unspecified drug, medicinal and biological substance"," adverse effect of  drug, medicinal and biological substance",,
C0000912,Accident caused by unspecified fire,accident caused by  fire,,
C0261756,Late effect of accidental fall,late effect of accidental fall,,
C1313863,Late effect of injury,late effect of injury,,
C0016653,Closed fracture of unspecified part of ulna (alone),closed fracture of  part of ulna (alone),,
C0016652,Closed fracture of unspecified part of radius (alone),closed fracture of  part of radius (alone),,
C0018831,Heart-Assist Devices,heart-assist devices,,
C0018834,Heartburn,heartburn,,
C2712731,Encounter due to other and unspecified personal history of malignant neoplasm,encounter due to  and  personal history of malignant neoplasm,,
C0016479,Food Poisoning,food poisoning,,
C2910517,Encounter for issue of other medical certificate,encounter for issue of  medical certificate,,
C0161023,Foreign body in bladder AND/OR urethra,foreign body in bladder and/or urethra,,
C0917921,Encounter due to allergy to latex,encounter due to allergy to latex,,
C0917920,Encounter due to allergy to seafood,encounter due to allergy to seafood,,
C0917922,Encounter due to acquired absence of eye,encounter due to acquired absence of eye,,
C0023908,Encounter due to liver replaced by transplant,encounter due to liver replaced by transplant,,
C1455979,Encounter for long-term (current) use of insulin,encounter for long-term (current) use of insulin,,
C0546983,Post-Concussion Syndrome,post-concussion syndrome,,
C1455974,"Encounter due to dependence on respirator, status","encounter due to dependence on respirator, status",,
C0375886,Exercise counseling,exercise counseling,,
C0481138,Antirheumatics causing adverse effects in therapeutic use,antirheumatics causing adverse effects in therapeutic use,,
C3161460,"Poisoning by other cathartics, including intestinal atonia drugs","poisoning by  cathartics, including intestinal atonia drugs",,
C0272754,Closed fracture of femoral condyle of femur,closed fracture of femoral condyle of femur,,
C0272752,Open fracture of neck of femur,open fracture of neck of femur,,
C0272751,Closed fracture of neck of femur,closed fracture of neck of femur,,
C0435950,Open fracture of metatarsal bone,open fracture of metatarsal bone,,
C0160647,"Open wound of knee, leg [except thigh], and ankle, without mention of complication","open wound of knee, leg [except thigh], and ankle, ",,
C0160644,Open wound of hip AND thigh with complication,open wound of hip and thigh ,,
C0160648,"Open wound of knee, leg [except thigh], and ankle, complicated","open wound of knee, leg [except thigh], and ankle, complicated",,
C1971617,Encounter for fitting and adjustment of artificial eye in ICD.,encounter for fitting and adjustment of artificial eye in icd.,,
C1971612,Encounter for occupational therapy in ICD9CM,encounter for occupational therapy in icd9cm,,
C1971613,Encounter for routine and ritual male circumcision,encounter for routine and ritual male circumcision,,
C1260444,concussion with loss of consciousness 30 minutes or less,concussion ,,
C2919122,Encounter due to being a hemophilia A carrier,encounter due to being a hemophilia a carrier,,
C0684255,Encounter due to uncomplicated bereavement,encounter due to uncomplicated bereavement,,
C0261955,Suicide and self-inflicted poisoning by tranquilizers and other psychotropic agents,suicide and self-inflicted poisoning by tranquilizers and  psychotropic agents,,
C0261956,Suicide and self-inflicted poisoning by other specified drugs and medicinal substances,suicide and self-inflicted poisoning by  specified drugs and medicinal substances,,
C0261950,Other and unspecified vaccines and biological substances causing adverse effects in therapeutic use, and  vaccines and biological substances causing adverse effects in therapeutic use,,
C0261952,"Suicide and selfinflicted poisoning by analgesics, antipyretics and anti-rheumatics","suicide and selfinflicted poisoning by analgesics, antipyretics and anti-rheumatics",,
C0261959,Suicide and self-inflicted poisoning by corrosive and caustic substances,suicide and self-inflicted poisoning by corrosive and caustic substances,,
C0274344,"Mechanical complication of genitourinary device, implant AND/OR graft","mechanical complication of genitourinary device, implant and/or graft",,
C0261839,Other sedatives and hypnotics causing adverse effects in therapeutic use, sedatives and hypnotics causing adverse effects in therapeutic use,,
C0261833,Chloral hydrate group causing adverse effects in therapeutic use,chloral hydrate group causing adverse effects in therapeutic use,,
C0261832,Barbiturates causing adverse effects in therapeutic use,barbiturates causing adverse effects in therapeutic use,,
C2349800,"Other infusion and transfusion reaction, not elsewhere classified"," infusion and transfusion reaction, not elsewhere classified",,
C2242834,Exceptionally large baby relating to long gestation,exceptionally large baby relating to long gestation,,
C0375882,"Counseling for parent-child problem, unspecified","counseling for parent-child problem, ",,
C0375888,Counseling on injury prevention,counseling on injury prevention,,
C0161788,"Other complications due to unspecified device, implant, and graft"," complications due to  device, implant, and graft",,
C0161785,"Infection and inflammatory reaction due to other internal orthopedic device, implant, and graft","infection and inflammatory reaction due to  internal orthopedic device, implant, and graft",,
C0161786,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts","infection and inflammatory reaction due to  internal prosthetic devices, implants and grafts",,
C0161787,"Other complications of internal prosthetic device, implant, and graft"," complications of internal prosthetic device, implant, and graft",,
C0161780,"Infection and inflammatory reaction due to other vascular device, implant, and graft","infection and inflammatory reaction due to  vascular device, implant, and graft",,
C0161781,"infection and inflammatory reaction due to nervous system device, implant, or graft","infection and inflammatory reaction due to nervous system device, implant, or graft",,
C0476658,Encounter due to Chemotherapy session for neoplasm,encounter due to chemapy session for neoplasm,,
C1260453,Need for prophylactic vaccination and inoculation against respiratory syncytial virus (RSV),need for prophylactic vaccination and inoculation against respiratory syncytial virus (rsv),,
C1719645,Other nonspecific (abnormal) findings on radiological and other examinations of body structure, nonspecific (abnormal) findings on radiological and  examinations of body structure,,
C0260949,neurological condition; screening,neurological condition; screening,,
C0260942,Encounter due to screening for depression,encounter due to screening for depression,,
C0260944,Encounter due to screening for mental retardation,encounter due to screening for mental retardation,,
C0260945,Screening for developmental handicaps in early childhood,screening for developmental handicaps in early ,,
C0160787,Late effect of superficial injury,late effect of superficial injury,,
C0160786,Late effect of open wound of extremities without mention of tendon injury,late effect of open wound of extremities ,,
C0160785,"Late effect of open wound of head, neck AND/OR trunk","late effect of open wound of head, neck and/or trunk",,
C0160782,Late effect of tendon injury,late effect of tendon injury,,
